x,y,z,id,temp
0,100,0,0,925.33500380828
1,100,0,1,934.22020966618
2,100,0,2,943.79607340452
3,100,0,3,953.65964130613
4,100,0,4,963.7878804844
5,100,0,5,974.15432359891
6,100,0,6,984.7233435871
7,100,0,7,995.47062266057
8,100,0,8,1006.3645422135
9,100,0,9,1017.3736817583
10,100,0,10,1028.4720944867
11,100,0,11,1039.6355780776
12,100,0,12,1050.8421025387
13,100,0,13,1062.0719862834
14,100,0,14,1073.3072031461
15,100,0,15,1084.5292802644
16,100,0,16,1095.7238102465
17,100,0,17,1106.8708082246
18,100,0,18,1117.9571938411
19,100,0,19,1128.9621490054
20,100,0,20,1139.8747105483
21,100,0,21,1150.6622602543
22,100,0,22,1161.3242866679
23,100,0,23,1171.8303906886
24,100,0,24,1182.1531689379
25,100,0,25,1192.2905207129
26,100,0,26,1202.2234986834
27,100,0,27,1211.929336487
28,100,0,28,1221.3671697091
29,100,0,29,1230.5463137644
30,100,0,30,1239.4515876814
31,100,0,31,1248.0693004147
32,100,0,32,1256.3874705937
33,100,0,33,1264.3960036492
34,100,0,34,1272.0868211123
35,100,0,35,1279.4539389941
36,100,0,36,1286.4934942542
37,100,0,37,1293.2037203558
38,100,0,38,1299.584874708
39,100,0,39,1305.6391223708
40,100,0,40,1311.3703816945
41,100,0,41,1316.7841385721
42,100,0,42,1321.856326056
43,100,0,43,1326.5886554
44,100,0,44,1331.019029067
45,100,0,45,1335.1579369152
46,100,0,46,1339.0164688052
47,100,0,47,1342.6060676678
48,100,0,48,1345.8475266115
49,100,0,49,1348.8280811805
50,100,0,50,1351.5707560907
51,100,0,51,1354.0878947385
52,100,0,52,1356.2995091848
53,100,0,53,1358.2785513026
54,100,0,54,1360.0659678847
55,100,0,55,1361.6399272609
56,100,0,56,1362.9452043778
57,100,0,57,1364.0922928306
58,100,0,58,1365.0754798661
59,100,0,59,1365.7974272563
60,100,0,60,1366.3921150898
61,100,0,61,1366.8354668152
62,100,0,62,1367.0601790623
63,100,0,63,1367.1846689858
64,100,0,64,1367.1409065458
65,100,0,65,1366.9466144719
66,100,0,66,1366.6745507764
67,100,0,67,1366.1960768529
68,100,0,68,1365.6511011811
69,100,0,69,1364.9743110757
70,100,0,70,1364.1832299338
71,100,0,71,1363.3202878902
72,100,0,72,1362.307901725
73,100,0,73,1361.2603312931
74,100,0,74,1360.0594878471
75,100,0,75,1358.823473846
76,100,0,76,1357.4696652905
77,100,0,77,1356.0643949007
78,100,0,78,1354.567376752
79,100,0,79,1353.0100458441
80,100,0,80,1351.3788457941
81,100,0,81,1349.6847514212
82,100,0,82,1347.9276410316
83,100,0,83,1346.1103060751
84,100,0,84,1344.2347830361
85,100,0,85,1342.306106824
86,100,0,86,1340.3188874622
87,100,0,87,1338.2893161166
88,100,0,88,1336.1963378901
89,100,0,89,1334.0750480612
90,100,0,90,1331.8814815105
91,100,0,91,1329.6765712178
92,100,0,92,1327.3868413456
93,100,0,93,1325.0971114735
94,100,0,94,1322.7233377111
95,100,0,95,1320.3411536728
96,100,0,96,1317.9005136958
97,100,0,97,1315.4289085507
98,100,0,98,1312.9267569485
99,100,0,99,1310.3681337219
100,100,0,100,1307.8095104954
101,100,0,101,1305.1664309011
102,100,0,102,1302.5233513067
103,100,0,103,1299.8278831836
104,100,0,104,1297.1040772189
105,100,0,105,1294.3537307038
106,100,0,106,1291.5532810282
107,100,0,107,1288.7461781394
108,100,0,108,1285.8725896874
109,100,0,109,1282.9990012354
110,100,0,110,1280.0636353272
111,100,0,111,1277.1200073229
112,100,0,112,1274.1280816209
113,100,0,113,1271.1172371692
114,100,0,114,1268.0676777934
115,100,0,115,1264.9922591762
116,100,0,116,1261.8843236279
117,100,0,117,1258.7468649319
118,100,0,118,1255.5801380713
119,100,0,119,1252.3831187101
120,100,0,120,1249.1575230787
121,100,0,121,1245.9034063624
122,100,0,122,1242.6192181623
123,100,0,123,1239.3104771637
124,100,0,124,1235.9683413464
125,100,0,125,1232.6074741872
126,100,0,126,1229.2084138446
127,100,0,127,1225.7979499572
128,100,0,128,1222.3433664456
129,100,0,129,1218.8794836509
130,100,0,130,1215.3775265049
131,100,0,131,1211.8594078469
132,100,0,132,1208.3155851424
133,100,0,133,1204.7456516455
134,100,0,134,1201.1625449832
135,100,0,135,1197.5434882914
136,100,0,136,1193.9124405582
137,100,0,137,1190.2583681022
138,100,0,138,1186.5817046629
139,100,0,139,1182.892100421
140,100,0,140,1179.1767166654
141,100,0,141,1175.4456404604
142,100,0,142,1171.7015547052
143,100,0,143,1167.9335810642
144,100,0,144,1164.152334553
145,100,0,145,1160.358568041
146,100,0,146,1156.5454157719
147,100,0,147,1152.7184318157
148,100,0,148,1148.8795833736
149,100,0,149,1145.0270649039
150,100,0,150,1141.1580629128
151,100,0,151,1137.2776321398
152,100,0,152,1133.385518103
153,100,0,153,1129.481045062
154,100,0,154,1125.5607768192
155,100,0,155,1121.6286417421
156,100,0,156,1117.6842716628
157,100,0,157,1113.7272809503
158,100,0,158,1109.7572542022
159,100,0,159,1105.7725077639
160,100,0,160,1101.7728236157
161,100,0,161,1097.7590864334
162,100,0,162,1093.7308818604
163,100,0,163,1089.6878640561
164,100,0,164,1085.6297918677
165,100,0,165,1081.5565701762
166,100,0,166,1077.4682935681
167,100,0,167,1073.3652890515
168,100,0,168,1069.2481543834
169,100,0,169,1065.1177887926
170,100,0,170,1060.9754135707
171,100,0,171,1056.8225811781
172,100,0,172,1052.6611730529
173,100,0,173,1048.4933878585
174,100,0,174,1044.3216007949
175,100,0,175,1040.1493637479
176,100,0,176,1035.9799054894
177,100,0,177,1031.8165815864
178,100,0,178,1027.6643686732
179,100,0,179,1023.5271878929
180,100,0,180,1019.4073807102
181,100,0,181,1015.3114503021
182,100,0,182,1011.2387147429
183,100,0,183,1007.1919299173
184,100,0,184,1003.1691631751
185,100,0,185,999.17154007178
186,100,0,186,995.19688607801
187,100,0,187,991.24907681499
188,100,0,188,987.3333295905
189,100,0,189,983.45161947409
190,100,0,190,979.59906472709
191,100,0,191,975.75280116178
192,100,0,192,971.86337415816
193,100,0,193,967.85188219232
194,100,0,194,963.6045651462
195,100,0,195,958.98127038334
196,100,0,196,953.83763835729
197,100,0,197,947.97737287779
198,100,0,198,941.22602560742
199,100,0,199,933.50456832445
200,100,0,200,925.32547881631
