x,y,z,id,temp
100,0,0,0,933.59749877656
100,1,0,1,936.99509663476
100,2,0,2,944.02875730503
100,3,0,3,952.31789062149
100,4,0,4,961.02931795389
100,5,0,5,969.87241668941
100,6,0,6,978.74649617595
100,7,0,7,987.61704350637
100,8,0,8,996.47218069843
100,9,0,9,1005.3072705485
100,10,0,10,1014.1194500194
100,11,0,11,1022.9057005912
100,12,0,12,1031.6621993556
100,13,0,13,1040.3841420885
100,14,0,14,1049.0657403603
100,15,0,15,1057.700279676
100,16,0,16,1066.2801968389
100,17,0,17,1074.7971646063
100,18,0,18,1083.2421844241
100,19,0,19,1091.6056920007
100,20,0,20,1099.8776795393
100,21,0,21,1108.0478351692
100,22,0,22,1116.1056964738
100,23,0,23,1124.0408122463
100,24,0,24,1131.8429052402
100,25,0,25,1139.5020286463
100,26,0,26,1147.0087099662
100,27,0,27,1154.3540774092
100,28,0,28,1161.5299655627
100,29,0,29,1168.5289986211
100,30,0,30,1175.3446507878
100,31,0,31,1181.9712845269
100,32,0,32,1188.4041681515
100,33,0,33,1194.6394748001
100,34,0,34,1200.6742652197
100,35,0,35,1206.5064569687
100,36,0,36,1212.1347827072
100,37,0,37,1217.5587401979
100,38,0,38,1222.7785364994
100,39,0,39,1227.795028639
100,40,0,40,1232.6096628065
100,41,0,41,1237.2244138297
100,42,0,42,1241.6417263972
100,43,0,43,1245.8644591859
100,44,0,44,1249.8958327468
100,45,0,45,1253.7393817145
100,46,0,46,1257.398911634
100,47,0,47,1260.8784604639
100,48,0,48,1264.1822646112
100,49,0,49,1267.3147291936
100,50,0,50,1270.2804021087
100,51,0,51,1273.0839514167
100,52,0,52,1275.7301455086
100,53,0,53,1278.2238355412
100,54,0,54,1280.5699396521
100,55,0,55,1282.773428532
100,56,0,56,1284.8393120071
100,57,0,57,1286.7726263691
100,58,0,58,1288.5784222786
100,59,0,59,1290.2617531458
100,60,0,60,1291.8276639648
100,61,0,61,1293.2811806263
100,62,0,62,1294.6272997769
100,63,0,63,1295.8709793039
100,64,0,64,1297.0171295304
100,65,0,65,1298.0706051908
100,66,0,66,1299.0361982303
100,67,0,67,1299.9186314413
100,68,0,68,1300.7225529159
100,69,0,69,1301.4525312574
100,70,0,70,1302.1130514666
100,71,0,71,1302.7085113986
100,72,0,72,1303.2432186699
100,73,0,73,1303.7213878988
100,74,0,74,1304.1471381627
100,75,0,75,1304.5244905764
100,76,0,76,1304.8573659113
100,77,0,77,1305.1495822036
100,78,0,78,1305.4048523198
100,79,0,79,1305.6267814755
100,80,0,80,1305.81886472
100,81,0,81,1305.9844844142
100,82,0,82,1306.1269077421
100,83,0,83,1306.2492842945
100,84,0,84,1306.354643769
100,85,0,85,1306.4458938183
100,86,0,86,1306.5258180789
100,87,0,87,1306.5970743972
100,88,0,88,1306.6621932648
100,89,0,89,1306.7235764659
100,90,0,90,1306.783495934
100,91,0,91,1306.8440928103
100,92,0,92,1306.9073766938
100,93,0,93,1306.975225073
100,94,0,94,1307.0493829292
100,95,0,95,1307.1314625016
100,96,0,96,1307.2229432073
100,97,0,97,1307.3251717092
100,98,0,98,1307.4393621246
100,99,0,99,1307.5665963707
100,100,0,100,1307.7078246384
100,101,0,101,1307.8638659903
100,102,0,102,1308.0354090738
100,103,0,103,1308.2230129431
100,104,0,104,1308.4271079808
100,105,0,105,1308.6479969123
100,106,0,106,1308.8858559038
100,107,0,107,1309.1407357358
100,108,0,108,1309.4125630448
100,109,0,109,1309.7011416252
100,110,0,110,1310.0061537847
100,111,0,111,1310.3271617437
100,112,0,112,1310.6636090735
100,113,0,113,1311.0148221645
100,114,0,114,1311.3800117161
100,115,0,115,1311.7582742399
100,116,0,116,1312.1485935674
100,117,0,117,1312.549842353
100,118,0,118,1312.9607835607
