x,y,z,id,pre1,pre2,pre3,pre4,pre5,pre6,pre7,pre8
145,100,0,145,5.7901468235692e-07,1.0998186372303e-06,4.6709650701724e-07,2.6335563697972e-07,2.0494980223773e-07,3.4463835217876e-08,1.5442701525927e-08,2.039794539988e-09
146,100,0,146,5.763330694883e-07,1.0932840992228e-06,4.6375284459948e-07,2.5975597615754e-07,2.0166905956468e-07,3.3955693294867e-08,1.5235216765359e-08,2.0134816298007e-09
147,100,0,147,5.7356869192095e-07,1.0865801766955e-06,4.6033605779509e-07,2.5613725075332e-07,1.983992668397e-07,3.3446905868612e-08,1.5025583529804e-08,1.9867836328755e-09
148,100,0,148,5.7071842245226e-07,1.0796996840886e-06,4.5684305445162e-07,2.5249962969161e-07,1.951416327502e-07,3.2937650385532e-08,1.4813864240888e-08,1.9597074983754e-09
149,100,0,149,5.6777891538611e-07,1.0726349061784e-06,4.532705138887e-07,2.488432705449e-07,1.9189733849089e-07,3.2428093299068e-08,1.4600118561928e-08,1.9322600647157e-09
150,100,0,150,5.6474659885457e-07,1.06537758155e-06,4.4961488117355e-07,2.4516831989891e-07,1.886675326552e-07,3.1918389209339e-08,1.4384403172664e-08,1.904448045426e-09
151,100,0,151,5.6161766819908e-07,1.0579188897245e-06,4.4587236342011e-07,2.4147491431142e-07,1.8545332573815e-07,3.1408679960452e-08,1.4166771543621e-08,1.8762780151376e-09
152,100,0,152,5.583880806903e-07,1.0502494427809e-06,4.4203892852868e-07,2.3776318194607e-07,1.8225578424874e-07,3.0899093695124e-08,1.3947273711294e-08,1.8477563957812e-09
153,100,0,153,5.5505355190328e-07,1.0423592824053e-06,4.3811030681812e-07,2.3403324495935e-07,1.7907592442938e-07,3.0389743866402e-08,1.3725956055459e-08,1.8188894430865e-09
154,100,0,154,5.5160955410405e-07,1.0342378833837e-06,4.3408199603523e-07,2.3028522271251e-07,1.7591470557939e-07,2.9880728206424e-08,1.3502861080032e-08,1.7896832334765e-09
155,100,0,155,5.4805131704421e-07,1.0258741646386e-06,4.2994927025141e-07,2.2651923586967e-07,1.7277302297781e-07,2.9372127652301e-08,1.3278027199038e-08,1.7601436514585e-09
156,100,0,156,5.4437383160113e-07,1.0172565089751e-06,4.2570719317547e-07,2.2273541142841e-07,1.6965170039834e-07,2.8864005229369e-08,1.3051488529373e-08,1.7302763776114e-09
157,100,0,157,5.4057185674141e-07,1.0083727927621e-06,4.2135063641803e-07,2.1893388870915e-07,1.6655148220512e-07,2.8356404892237e-08,1.2823274692162e-08,1.7000868772759e-09
158,100,0,158,5.3663993032343e-07,9.9921042680331e-07,4.1687430323582e-07,2.1511482630376e-07,1.6347302501289e-07,2.7849350324249e-08,1.2593410624669e-08,1.6695803900538e-09
159,100,0,159,5.3257238428936e-07,9.897564096575e-07,4.1227275825945e-07,2.1127840995114e-07,1.6041688888753e-07,2.7342843696221e-08,1.2361916404807e-08,1.6387619202244e-09
160,100,0,160,5.2836336482644e-07,9.7999739463739e-07,4.0754046366156e-07,2.0742486126889e-07,1.5738352805381e-07,2.6836864385547e-08,1.2128807090452e-08,1.607636228184e-09
161,100,0,161,5.2400685810002e-07,9.6991977163896e-07,4.0267182215061e-07,2.0355444722279e-07,1.5437328106516e-07,2.6331367657092e-08,1.1894092575839e-08,1.5762078230146e-09
162,100,0,162,5.1949672217408e-07,9.5950976482437e-07,3.976612270741e-07,1.99667490162e-07,1.5138636037576e-07,2.5826283307685e-08,1.1657777467461e-08,1.5444809562834e-09
163,100,0,163,5.1482672573793e-07,9.4875354699065e-07,3.9250311978039e-07,1.9576437818557e-07,1.4842284123715e-07,2.5321514276449e-08,1.1419860981946e-08,1.5124596171706e-09
164,100,0,164,5.0999059424774e-07,9.3763737119467e-07,3.8719205421627e-07,1.9184557553567e-07,1.4548264981997e-07,2.4816935223826e-08,1.1180336868467e-08,1.4801475290169e-09
165,100,0,165,5.0498206406644e-07,9.2614771986375e-07,3.8172276852582e-07,1.8791163263574e-07,1.4256555043578e-07,2.4312391082873e-08,1.0939193358315e-08,1.4475481473735e-09
166,100,0,166,4.997949451438e-07,9.1427147119211e-07,3.7609026316033e-07,1.8396319530677e-07,1.3967113170299e-07,2.3807695587311e-08,1.0696413144225e-08,1.4146646596289e-09
167,100,0,167,4.9442319271685e-07,9.0199608209871e-07,3.7028988470915e-07,1.8000101260417e-07,1.3679879146537e-07,2.3302629782036e-08,1.0451973392093e-08,1.3814999862728e-09
168,100,0,168,4.8886098842653e-07,8.8930978639304e-07,3.6431741431406e-07,1.760259426211e-07,1.3394772022936e-07,2.2796940523262e-08,1.0205845787618e-08,1.3480567838478e-09
169,100,0,169,4.8310283113267e-07,8.7620180605033e-07,3.5816915913364e-07,1.7203895550356e-07,1.3111688283818e-07,2.2290338977425e-08,9.9579966203058e-09,1.3143374496194e-09
170,100,0,170,4.771436375582e-07,8.6266257262245e-07,3.5184204487655e-07,1.6804113281814e-07,1.2830499804466e-07,2.1782499130433e-08,9.708386907112e-09,1.2803441279808e-09
171,100,0,171,4.709788526868e-07,8.4868395477879e-07,3.4533370691727e-07,1.640336623062e-07,1.2551051558058e-07,2.1273056322007e-08,9.4569725577413e-09,1.246078718589e-09
172,100,0,172,4.6460456955201e-07,8.342594867414e-07,3.3864257693405e-07,1.600178269472e-07,1.2273159024646e-07,2.0761605823865e-08,9.2037045833118e-09,1.2115428862052e-09
173,100,0,173,4.580176576456e-07,8.1938459088298e-07,3.3176796134599e-07,1.559949871368e-07,1.1996605246108e-07,2.0247701485584e-08,8.9485293496575e-09,1.1767380721909e-09
174,100,0,174,4.5121589857945e-07,8.0405678589334e-07,3.2471010704292e-07,1.5196655465904e-07,1.1721137461289e-07,1.9730854478467e-08,8.6913888760478e-09,1.1416655075868e-09
175,100,0,175,4.4419812675772e-07,7.8827586951933e-07,3.174702489423e-07,1.479339569864e-07,1.1446463244222e-07,1.9210532175642e-08,8.4322211793897e-09,1.1063262276659e-09
176,100,0,176,4.3696437153698e-07,7.7204406173951e-07,3.1005063270353e-07,1.4389859027322e-07,1.1172246055618e-07,1.8686157217044e-08,8.1709606633529e-09,1.0707210878414e-09
177,100,0,177,4.2951599544478e-07,7.5536608994072e-07,3.0245450434179e-07,1.398617591894e-07,1.0898100102435e-07,1.8157106819585e-08,7.9075385506201e-09,1.0348507807379e-09
178,100,0,178,4.218558203277e-07,7.3824919190965e-07,2.9468605641527e-07,1.3582460148362e-07,1.0623584384397e-07,1.7622712409862e-08,7.6418833561147e-09,9.9871585428165e-10
179,100,0,179,4.1398822925305e-07,7.2070300421533e-07,2.8675031754691e-07,1.3178799478118e-07,1.0348195784544e-07,1.7082259671348e-08,7.3739213962911e-09,9.6231673045234e-10
180,100,0,180,4.0591922660684e-07,7.0273929278106e-07,2.7865296832549e-07,1.2775244273474e-07,1.0071361044822e-07,1.6534989128953e-08,7.1035773317002e-09,9.2565372467815e-10
181,100,0,181,3.9765643043147e-07,6.8437146605083e-07,2.7040006098803e-07,1.2371793689448e-07,9.7924274318974e-08,1.5980097400235e-08,6.8307747309284e-09,8.8872706497763e-10
182,100,0,182,3.8920896124969e-07,6.656137917655e-07,2.6199761391976e-07,1.1968379028404e-07,9.5106519020522e-08,1.5416739316108e-08,6.5554366594263e-09,8.5153691172129e-10
183,100,0,183,3.805871737246e-07,6.46480204107e-07,2.5345104049021e-07,1.1564843692781e-07,9.2251884882139e-08,1.4844031048021e-08,6.2774862576305e-09,8.1408337485222e-10
184,100,0,184,3.7180216273699e-07,6.2698255780238e-07,2.4476436301695e-07,1.1160919235489e-07,8.9350737589508e-08,1.4261054634056e-08,5.9968473544972e-09,7.7636653402076e-10
185,100,0,185,3.6286493188373e-07,6.0712810478545e-07,2.3593913594989e-07,1.0756196458285e-07,8.6392098691937e-08,1.3666863827292e-08,5.7134449763056e-09,7.3838644807177e-10
186,100,0,186,3.5378510482963e-07,5.8691594695609e-07,2.2697300208816e-07,1.0350091344953e-07,8.3363455005768e-08,1.3060492344981e-08,5.4272060201587e-09,7.001431815343e-10
187,100,0,187,3.4456892218186e-07,5.6633197609322e-07,2.1785772565396e-07,9.9418032060811e-08,8.0250533404544e-08,1.2440963029698e-08,5.138059446846e-09,6.6163678572735e-10
188,100,0,188,3.352163628699e-07,5.4534195970243e-07,2.0857662786494e-07,9.5302674304031e-08,7.7037069423728e-08,1.1807302256049e-08,4.8459373812722e-09,6.2286736749245e-10
189,100,0,189,3.2571665000979e-07,5.238814716272e-07,1.9910102641361e-07,9.1140927496358e-08,7.3704508378145e-08,1.1158550449757e-08,4.5507739790442e-09,5.8383495436479e-10
190,100,0,190,3.1604222760078e-07,5.0184272816448e-07,1.8938588202941e-07,8.6915009327156e-08,7.0231803445371e-08,1.0493790056503e-08,4.2525090012912e-09,5.4453978169992e-10
191,100,0,191,3.0613832566542e-07,4.7905369682113e-07,1.7936323132785e-07,8.2602174447716e-08,6.6594971275654e-08,9.8121414625923e-09,3.9510806122118e-09,5.0498165284986e-10
192,100,0,192,2.9591079378117e-07,4.5525396479129e-07,1.6893571737058e-07,7.8174211537176e-08,6.2767315752414e-08,9.1128395243229e-09,3.6464416996791e-09,4.6516125140836e-10
193,100,0,193,2.8519760188277e-07,4.3004563597317e-07,1.5796336468704e-07,7.3594581841599e-08,5.871832771897e-08,8.39512625274e-09,3.3385238782786e-09,4.2507729151578e-10
194,100,0,194,2.7374653825014e-07,4.0285691889203e-07,1.4625991905549e-07,6.8819796461952e-08,5.4416450238173e-08,7.6585666966941e-09,3.0273156497814e-09,3.8473234979989e-10
195,100,0,195,2.61109107678e-07,3.7279355630356e-07,1.3355860373441e-07,6.3786922548271e-08,4.9823642840256e-08,6.9023710446138e-09,2.7126925487587e-09,3.4412070258915e-10
196,100,0,196,2.4662684347111e-07,3.3866318015289e-07,1.1956042432632e-07,5.8430351940849e-08,4.4912642343088e-08,6.1269830402197e-09,2.3947760985884e-09,3.03252718974e-10
197,100,0,197,2.2883492974448e-07,2.983224021674e-07,1.0379277451564e-07,5.2607088911375e-08,3.9631643426559e-08,5.3304730763711e-09,2.0731877046594e-09,2.6210633550838e-10
198,100,0,198,2.0583627753451e-07,2.4974103762696e-07,8.6155466283504e-08,4.6244341752753e-08,3.4005939863824e-08,4.516398201467e-09,1.7485412744176e-09,2.2072010117755e-10
199,100,0,199,1.6953611906638e-07,1.8658308816695e-07,6.5914398306426e-08,3.8816867415089e-08,2.7916155517144e-08,3.6773790827365e-09,1.4195759634658e-09,1.7902005845452e-10
200,100,0,200,1.1323823835939e-07,1.1736280142426e-07,4.8137217236936e-08,3.0583627306592e-08,2.159332662917e-08,2.8265192843335e-09,1.088339913315e-09,1.3712553532194e-10
