x,y,z,id,pre1,pre2,pre3,pre4,pre5,pre6,pre7,pre8
33,100,0,33,5.4049821247855e-07,1.1370301882267e-06,5.248120772743e-07,3.763568832815e-07,2.578869280492e-07,3.1789117043613e-08,1.1711229470102e-08,1.4462185287777e-09
34,100,0,34,5.4556849619918e-07,1.1487036197138e-06,5.3066680162519e-07,3.8370575056404e-07,2.6423399955325e-07,3.2601334809002e-08,1.2009278053857e-08,1.4828018083947e-09
35,100,0,35,5.5038839420668e-07,1.1596572125715e-06,5.3612484531397e-07,3.907044618657e-07,2.7044540630404e-07,3.3402667484812e-08,1.2303997524985e-08,1.5190011211846e-09
36,100,0,36,5.5497195734577e-07,1.1699314682968e-06,5.4120718823264e-07,3.973527854543e-07,2.7651598661674e-07,3.4192745159698e-08,1.2595289390773e-08,1.5548064024875e-09
37,100,0,37,5.5933226005209e-07,1.1795646310355e-06,5.4593397186796e-07,4.036518506183e-07,2.8244078731725e-07,3.4971209223433e-08,1.2883057563224e-08,1.5902077694911e-09
38,100,0,38,5.6348149703576e-07,1.1885928119603e-06,5.5032449034021e-07,4.0960405054414e-07,2.8821508684058e-07,3.5737712233002e-08,1.3167208376308e-08,1.6251955247242e-09
39,100,0,39,5.6743106663319e-07,1.1970501090174e-06,5.5439719126814e-07,4.152129386533e-07,2.9383441806138e-07,3.6491917780362e-08,1.344765059867e-08,1.659760159132e-09
40,100,0,40,5.7119164276434e-07,1.2049687208903e-06,5.5816968418333e-07,4.2048312099396e-07,2.9929459022874e-07,3.7233500364726e-08,1.372429544199e-08,1.6938923547524e-09
41,100,0,41,5.7477323718683e-07,1.2123790545621e-06,5.6165875465459e-07,4.2542014698062e-07,3.0459170944341e-07,3.7962145272294e-08,1.3997056565238e-08,1.7275829870135e-09
42,100,0,42,5.7818525351138e-07,1.219309826242e-06,5.648803826482e-07,4.3003040045872e-07,3.0972219719359e-07,3.8677548466297e-08,1.4265850075068e-08,1.7608231266717e-09
43,100,0,43,5.8143653423978e-07,1.2257881556919e-06,5.6784976395157e-07,4.3432099275674e-07,3.1468280655188e-07,3.9379416490028e-08,1.4530594522575e-08,1.7936040414116e-09
44,100,0,44,5.8453540190647e-07,1.2318396541733e-06,5.7058133373654e-07,4.3829965908643e-07,3.1947063572545e-07,4.0067466385254e-08,1.4791210896696e-08,1.8259171971277e-09
45,100,0,45,5.8748969524814e-07,1.2374885063551e-06,5.730887915408e-07,4.4197465936985e-07,3.2408313874174e-07,4.0741425628e-08,1.5047622614489e-08,1.8577542589093e-09
46,100,0,46,5.9030680118916e-07,1.2427575465954e-06,5.7538512710948e-07,4.4535468431626e-07,3.2851813313862e-07,4.1401032083261e-08,1.5299755508584e-08,1.8891070917496e-09
47,100,0,47,5.9299368331135e-07,1.2476683300431e-06,5.7748264666938e-07,4.4844876734234e-07,3.3277380460869e-07,4.2046033979635e-08,1.5547537812046e-08,1.9199677609993e-09
48,100,0,48,5.955569073712e-07,1.2522411990087e-06,5.7939299931045e-07,4.5126620273005e-07,3.3684870862094e-07,4.2676189904378e-08,1.5790900140952e-08,1.9503285325874e-09
49,100,0,49,5.9800266433331e-07,1.2564953450368e-06,5.8112720322739e-07,4.5381647024371e-07,3.4074176910668e-07,4.3291268818775e-08,1.602977547493e-08,1.9801818730276e-09
50,100,0,50,6.0033679130478e-07,1.2604488670732e-06,5.82695671633e-07,4.5610916628308e-07,3.4445227435079e-07,4.3891050093161e-08,1.6264099135938e-08,2.009520449233e-09
51,100,0,51,6.0256479068101e-07,1.2641188260774e-06,5.8410823819902e-07,4.5815394152889e-07,3.4797987027335e-07,4.4475323560443e-08,1.6493808765547e-08,2.0383371281571e-09
52,100,0,52,6.046918477504e-07,1.267521296384e-06,5.8537418191329e-07,4.5996044494018e-07,3.5132455132051e-07,4.5043889586386e-08,1.6718844300988e-08,2.0666249762819e-09
53,100,0,53,6.0672284695434e-07,1.2706714140728e-06,5.8650225126857e-07,4.6153827388684e-07,3.5448664920831e-07,4.5596559154574e-08,1.6939147950212e-08,2.0943772589709e-09
54,100,0,54,6.086623869605e-07,1.2735834225767e-06,5.8750068772101e-07,4.628969301426e-07,3.5746681977923e-07,4.6133153963521e-08,1.7154664166201e-08,2.1215874397051e-09
55,100,0,55,6.1051479468174e-07,1.2762707157357e-06,5.8837724837746e-07,4.6404578142262e-07,3.6026602823966e-07,4.6653506533126e-08,1.7365339620769e-08,2.14824917922e-09
56,100,0,56,6.1228413835662e-07,1.2787458784919e-06,5.8913922788998e-07,4.6499402812168e-07,3.628855330483e-07,4.7157460317472e-08,1.7571123178068e-08,2.1743563345584e-09
57,100,0,57,6.1397423979887e-07,1.2810207254211e-06,5.897934795546e-07,4.6575067489306e-07,3.6532686872177e-07,4.7644869820813e-08,1.7771965868003e-08,2.1999029580569e-09
58,100,0,58,6.1558868591781e-07,1.2831063372911e-06,5.9034643562638e-07,4.6632450670091e-07,3.6759182781459e-07,4.8115600713585e-08,1.7967820859756e-08,2.2248832962774e-09
59,100,0,59,6.1713083960558e-07,1.2850130958357e-06,5.9080412687432e-07,4.6672406897941e-07,3.69682442318e-07,4.8569529945277e-08,1.8158643435598e-08,2.2492917889006e-09
60,100,0,60,6.1860385007814e-07,1.2867507169168e-06,5.9117220140577e-07,4.6695765153815e-07,3.7160096470613e-07,4.9006545851131e-08,1.8344390965145e-08,2.2731230675925e-09
61,100,0,61,6.2001066274339e-07,1.2883282822296e-06,5.9145594279099e-07,4.6703327586326e-07,3.7334984883943e-07,4.9426548249765e-08,1.852502288022e-08,2.2963719548554e-09
62,100,0,62,6.2135402865164e-07,1.2897542696723e-06,5.91660287514e-07,4.6695868547773e-07,3.749317309154e-07,4.9829448529015e-08,1.8700500650457e-08,2.3190334628759e-09
63,100,0,63,6.2263651356391e-07,1.2910365824684e-06,5.9178984176932e-07,4.6674133904024e-07,3.7634941063582e-07,5.0215169717512e-08,1.8870787759755e-08,2.3411027923785e-09
64,100,0,64,6.2386050665352e-07,1.2921825770938e-06,5.9184889761511e-07,4.6638840587938e-07,3.7760583273854e-07,5.0583646539743e-08,1.9035849683694e-08,2.362575331495e-09
65,100,0,65,6.2502822884174e-07,1.2931990900359e-06,5.9184144848714e-07,4.6590676367968e-07,3.7870406902142e-07,5.0934825452644e-08,1.9195653868016e-08,2.3834466546568e-09
66,100,0,66,6.2614174075929e-07,1.2940924633904e-06,5.9177120407423e-07,4.6530299805539e-07,3.7964730096595e-07,5.1268664662016e-08,1.9350169708213e-08,2.403712521519e-09
67,100,0,67,6.2720295032575e-07,1.2948685693056e-06,5.9164160455763e-07,4.6458340376852e-07,3.8043880304974e-07,5.1585134117421e-08,1.9499368530315e-08,2.4233688759223e-09
68,100,0,68,6.2821361994664e-07,1.2955328332924e-06,5.914558342227e-07,4.6375398736828e-07,3.8108192681898e-07,5.1884215484523e-08,1.9643223572899e-08,2.4424118448978e-09
69,100,0,69,6.2917537334203e-07,1.2960902564416e-06,5.9121683446168e-07,4.6282047104908e-07,3.8158008577637e-07,5.2165902094213e-08,1.978170997035e-08,2.4608377377212e-09
70,100,0,70,6.3008970203616e-07,1.2965454366192e-06,5.9092731619711e-07,4.6178829754416e-07,3.8193674112449e-07,5.2430198868231e-08,1.9914804737398e-08,2.4786430450198e-09
71,100,0,71,6.3095797155195e-07,1.2969025887319e-06,5.9058977176586e-07,4.606626358903e-07,3.8215538839139e-07,5.2677122221315e-08,2.0042486754917e-08,2.495824437936e-09
72,100,0,72,6.3178142736276e-07,1.2971655641709e-06,5.9020648631005e-07,4.5944838791675e-07,3.8223954495254e-07,5.2906699940297e-08,2.0164736756994e-08,2.5123787673507e-09
73,100,0,73,6.3256120065368e-07,1.2973378695433e-06,5.8977954872166e-07,4.5815019532732e-07,3.8219273845241e-07,5.3118971040778e-08,2.028153731921e-08,2.5283030631672e-09
74,100,0,74,6.3329831393669e-07,1.2974226847837e-06,5.8931086218285e-07,4.5677244725931e-07,3.8201849611977e-07,5.3313985602295e-08,2.0392872848137e-08,2.5435945336593e-09
75,100,0,75,6.3399368654785e-07,1.2974228807103e-06,5.8880215433326e-07,4.553192882158e-07,3.817203349627e-07,5.3491804583015e-08,2.0498729571962e-08,2.5582505648816e-09
76,100,0,76,6.3464814003494e-07,1.2973410360564e-06,5.8825498708193e-07,4.5379462627966e-07,3.8130175282331e-07,5.3652499615143e-08,2.0599095532204e-08,2.5722687201437e-09
77,100,0,77,6.3526240342342e-07,1.2971794539677e-06,5.876707660671e-07,4.5220214152761e-07,3.8076622026764e-07,5.3796152782272e-08,2.0693960576417e-08,2.5856467395451e-09
78,100,0,78,6.3583711833187e-07,1.2969401779262e-06,5.8705074975444e-07,4.5054529457257e-07,3.80117173283e-07,5.3922856379995e-08,2.0783316351808e-08,2.5983825395705e-09
79,100,0,79,6.3637284389782e-07,1.2966250070411e-06,5.8639605815648e-07,4.4882733517031e-07,3.7935800675275e-07,5.4032712661131e-08,2.0867156299631e-08,2.6104742127394e-09
80,100,0,80,6.3687006147395e-07,1.2962355106446e-06,5.8570768115368e-07,4.470513108351e-07,3.7849206867746e-07,5.4125833567001e-08,2.0945475650229e-08,2.6219200273078e-09
81,100,0,81,6.3732917906272e-07,1.2957730421431e-06,5.8498648640258e-07,4.4522007541634e-07,3.7752265510964e-07,5.420234044624e-08,2.1018271418548e-08,2.6327184270116e-09
82,100,0,82,6.3775053547546e-07,1.2952387521047e-06,5.8423322682806e-07,4.4333629759601e-07,3.7645300576787e-07,5.4262363762685e-08,2.1085542399957e-08,2.6428680308447e-09
83,100,0,83,6.3813440422595e-07,1.2946336006109e-06,5.8344854771425e-07,4.4140246927466e-07,3.7528630029395e-07,5.4306042793929e-08,2.1147289166124e-08,2.6523676328586e-09
84,100,0,84,6.3848099719674e-07,1.2939583689476e-06,5.826329934284e-07,4.3942091382111e-07,3.740256551136e-07,5.4333525322107e-08,2.1203514060739e-08,2.6612162019664e-09
85,100,0,85,6.3879046814095e-07,1.2932136707595e-06,5.8178701383113e-07,4.3739379416821e-07,3.7267412085861e-07,5.4344967318459e-08,2.1254221194812e-08,2.6694128817312e-09
86,100,0,86,6.3906291609827e-07,1.2923999628203e-06,5.8091097043849e-07,4.3532312074306e-07,3.7123468030571e-07,5.4340532623131e-08,2.1299416441256e-08,2.6769569901093e-09
87,100,0,87,6.3929838880294e-07,1.2915175555735e-06,5.8000514240172e-07,4.3321075922418e-07,3.6971024678691e-07,5.4320392621568e-08,2.1339107428484e-08,2.6838480191125e-09
88,100,0,88,6.3949688614203e-07,1.2905666235587e-06,5.7906973235645e-07,4.3105843811991e-07,3.681036630276e-07,5.4284725918776e-08,2.1373303532666e-08,2.6900856343425e-09
89,100,0,89,6.3965836368345e-07,1.2895472157712e-06,5.7810487216456e-07,4.2886775616203e-07,3.6641770037331e-07,5.4233718012605e-08,2.1402015868317e-08,2.6956696743322e-09
90,100,0,90,6.397827362443e-07,1.2884592659094e-06,5.7711062853466e-07,4.2664018950609e-07,3.646550583728e-07,5.4167560967144e-08,2.1425257276804e-08,2.700600149615e-09
91,100,0,91,6.3986988142298e-07,1.2873026023739e-06,5.7608700847086e-07,4.2437709872722e-07,3.6281836469294e-07,5.4086453087292e-08,2.144304231228e-08,2.7048772414105e-09
92,100,0,92,6.3991964298819e-07,1.2860769578288e-06,5.7503396447515e-07,4.2207973559817e-07,3.6091017534775e-07,5.3990598595495e-08,2.1455387224478e-08,2.7085012997844e-09
93,100,0,93,6.3993183401609e-07,1.2847819781228e-06,5.7395139942521e-07,4.1974924963685e-07,3.5893297522786e-07,5.3880207311656e-08,2.1462309937647e-08,2.7114728410909e-09
94,100,0,94,6.3990623969727e-07,1.2834172304303e-06,5.7283917107176e-07,4.1738669441437e-07,3.5688917891622e-07,5.3755494337091e-08,2.146383002479e-08,2.7137925444416e-09
95,100,0,95,6.3984261979172e-07,1.2819822105723e-06,5.7169709614122e-07,4.1499303362084e-07,3.5478113177125e-07,5.3616679743247e-08,2.1459968676222e-08,2.7154612468582e-09
96,100,0,96,6.3974071077739e-07,1.2804763496065e-06,5.7052495408176e-07,4.1256914689502e-07,3.526111112506e-07,5.3463988265605e-08,2.1450748661326e-08,2.716479936651e-09
97,100,0,97,6.3960022779552e-07,1.278899019884e-06,5.6932249053579e-07,4.101158354315e-07,3.5038132843984e-07,5.3297649002743e-08,2.143619428226e-08,2.7168497444048e-09
98,100,0,98,6.3942086652655e-07,1.2772495408331e-06,5.680894206476e-07,4.0763382738464e-07,3.4809392974419e-07,5.3117895120015e-08,2.1416331318224e-08,2.7165719307453e-09
99,100,0,99,6.3920230512293e-07,1.2755271847151e-06,5.6682543231113e-07,4.051237830899e-07,3.4575099869936e-07,5.2924963556809e-08,2.1391186958735e-08,2.7156478697715e-09
100,100,0,100,6.3894420628215e-07,1.2737311825205e-06,5.6553018943049e-07,4.025863001193e-07,3.4335455786159e-07,5.2719094735841e-08,2.1360789724111e-08,2.714079026656e-09
101,100,0,101,6.3864621947739e-07,1.2718607300482e-06,5.6420333521534e-07,4.0002191818097e-07,3.4090657074576e-07,5.2500532272752e-08,2.1325169371037e-08,2.7118669273931e-09
102,100,0,102,6.3830798329383e-07,1.2699149940775e-06,5.6284449547772e-07,3.9743112386326e-07,3.3840894379218e-07,5.2269522684195e-08,2.1284356780646e-08,2.7090131179651e-09
103,100,0,103,6.3792912776673e-07,1.2678931184413e-06,5.6145328185398e-07,3.9481435521573e-07,3.3586352835385e-07,5.202631509279e-08,2.1238383825928e-08,2.7055191092304e-09
104,100,0,104,6.3750927659561e-07,1.2657942297637e-06,5.6002929485567e-07,3.9217200615399e-07,3.3327212270355e-07,5.1771160927623e-08,2.1187283214619e-08,2.7013863025114e-09
105,100,0,105,6.3704804912067e-07,1.2636174426438e-06,5.5857212665925e-07,3.8950443067403e-07,3.3063647406284e-07,5.1504313619262e-08,2.1131088302899e-08,2.6966158890475e-09
106,100,0,106,6.365450619829e-07,1.2613618641321e-06,5.5708136357026e-07,3.8681194686366e-07,3.2795828065232e-07,5.1226028288455e-08,2.1069832874354e-08,2.6912087139874e-09
107,100,0,107,6.3600282514133e-07,1.2590322092414e-06,5.5555894419586e-07,3.8409525151693e-07,3.2523850384452e-07,5.093652467016e-08,2.1003571864717e-08,2.6851688057804e-09
108,100,0,108,6.3542065179775e-07,1.2566267547569e-06,5.5400399417308e-07,3.8135408675691e-07,3.2247876237013e-07,5.0636184217334e-08,2.0932412437754e-08,2.6785063823376e-09
109,100,0,109,6.3479511242079e-07,1.2541385813231e-06,5.5241350978031e-07,3.7858800033796e-07,3.1968127629213e-07,5.0325362606877e-08,2.08564120719e-08,2.6712250541859e-09
110,100,0,110,6.3412579144139e-07,1.251566714209e-06,5.5078702655113e-07,3.7579713288545e-07,3.168475212819e-07,5.0004329637353e-08,2.0775622778521e-08,2.6633284914098e-09
111,100,0,111,6.3341227318737e-07,1.2489101826059e-06,5.4912408172987e-07,3.7298160777475e-07,3.1397893910473e-07,4.967335648974e-08,2.0690098341511e-08,2.6548205428892e-09
112,100,0,112,6.3265414180198e-07,1.2461680201835e-06,5.4742421492365e-07,3.7014153410136e-07,3.1107694029708e-07,4.9332715591068e-08,2.0599894292539e-08,2.6457052352754e-09
113,100,0,113,6.3185098089764e-07,1.2433392650349e-06,5.456869684737e-07,3.6727700948862e-07,3.081429068165e-07,4.8982680482627e-08,2.0505067883291e-08,2.635986771768e-09
114,100,0,114,6.3100237293541e-07,1.2404229589874e-06,5.4391188753511e-07,3.6438812273335e-07,3.0517819465653e-07,4.862352569185e-08,2.0405678054529e-08,2.62566953068e-09
115,100,0,115,6.301078983211e-07,1.2374181462532e-06,5.4209851985354e-07,3.6147495628957e-07,3.0218413641955e-07,4.8255526606868e-08,2.0301785401767e-08,2.6147580637711e-09
116,100,0,116,6.2916713420957e-07,1.2343238713959e-06,5.4024641522705e-07,3.5853758858973e-07,2.9916204384012e-07,4.7878959352748e-08,2.0193452137375e-08,2.6032570943348e-09
117,100,0,117,6.2817965300954e-07,1.2311391765862e-06,5.3835512464086e-07,3.5557609620271e-07,2.961132102515e-07,4.749410066833e-08,2.0080742048894e-08,2.591171515021e-09
118,100,0,118,6.2714502058171e-07,1.2278630981234e-06,5.3642419906212e-07,3.5259055582727e-07,2.93038912988e-07,4.7101227782567e-08,1.9963720453375e-08,2.5785063853767e-09
119,100,0,119,6.2606279412362e-07,1.2244946621948e-06,5.3445318788189e-07,3.4958104611928e-07,2.8994041571549e-07,4.6700618289214e-08,1.984245414752e-08,2.5652669290875e-09
120,100,0,120,6.2493251973529e-07,1.22103287985e-06,5.3244163699059e-07,3.4654764935076e-07,2.8681897068219e-07,4.6292550018677e-08,1.9717011353409e-08,2.5514585309021e-09
121,100,0,121,6.2375372966017e-07,1.2174767411606e-06,5.3038908647331e-07,3.434904528984e-07,2.8367582088187e-07,4.5877300905789e-08,1.9587461659601e-08,2.5370867332216e-09
122,100,0,122,6.2252593919611e-07,1.2138252085428e-06,5.2829506791089e-07,3.4040955055915e-07,2.8051220212084e-07,4.5455148852253e-08,1.9453875957398e-08,2.5221572323366e-09
123,100,0,123,6.2124864327176e-07,1.210077209214e-06,5.261591012724e-07,3.3730504369e-07,2.7732934498021e-07,4.5026371582428e-08,1.9316326372039e-08,2.506675874295e-09
124,100,0,124,6.1992131268378e-07,1.2062316267575e-06,5.239806913848e-07,3.3417704216934e-07,2.7412847666432e-07,4.4591246491136e-08,1.9174886188611e-08,2.4906486503823e-09
125,100,0,125,6.1854338999056e-07,1.2022872917707e-06,5.2175932396524e-07,3.3102566517704e-07,2.7091082272569e-07,4.4150050482095e-08,1.9029629772473e-08,2.4740816921989e-09
126,100,0,126,6.1711428505834e-07,1.1982429715676e-06,5.1949446120199e-07,3.2785104179072e-07,2.6767760865687e-07,4.3703059795588e-08,1.8880632483959e-08,2.4569812663189e-09
127,100,0,127,6.1563337025572e-07,1.1940973589138e-06,5.1718553687035e-07,3.2465331139576e-07,2.6443006133854e-07,4.3250549823926e-08,1.8727970587172e-08,2.4393537685143e-09
128,100,0,128,6.1409997529284e-07,1.1898490597661e-06,5.1483195097041e-07,3.2143262390729e-07,2.6116941033345e-07,4.2792794913231e-08,1.8571721152662e-08,2.4212057175319e-09
129,100,0,129,6.1251338170169e-07,1.1854965799971e-06,5.1243306387525e-07,3.1818913980277e-07,2.5789688901455e-07,4.2330068150078e-08,1.8411961953795e-08,2.4025437484103e-09
130,100,0,130,6.1087281695445e-07,1.1810383110823e-06,5.0998818997907e-07,3.1492302996496e-07,2.5461373551611e-07,4.1862641131468e-08,1.8248771356645e-08,2.3833746053248e-09
131,100,0,131,6.0917744821739e-07,1.1764725147341e-06,5.0749659083776e-07,3.1163447533587e-07,2.5132119349542e-07,4.1390783716631e-08,1.8082228203242e-08,2.3637051339523e-09
132,100,0,132,6.0742637573878e-07,1.1717973064698e-06,5.0495746779657e-07,3.0832366638401e-07,2.4802051269284e-07,4.0914763759108e-08,1.7912411688024e-08,2.3435422733491e-09
133,100,0,133,6.0561862587037e-07,1.1670106381074e-06,5.0236995410402e-07,3.0499080238868e-07,2.4471294927742e-07,4.0434846817598e-08,1.7739401227395e-08,2.3228930473347e-09
134,100,0,134,6.0375314372396e-07,1.1621102791915e-06,4.9973310651541e-07,3.016360905474e-07,2.4139976596494e-07,3.9951295844007e-08,1.7563276322255e-08,2.3017645553818e-09
135,100,0,135,6.0182878546662e-07,1.1570937973599e-06,4.9704589639553e-07,2.9825974491505e-07,2.3808223189538e-07,3.9464370847188e-08,1.7384116413476e-08,2.2801639630107e-09
136,100,0,136,5.9984431026123e-07,1.1519585376752e-06,4.943072003372e-07,2.9486198518588e-07,2.3476162225624e-07,3.8974328530827e-08,1.7202000730241e-08,2.258098491694e-09
137,100,0,137,5.9779837186292e-07,1.1467016009605e-06,4.9151579032109e-07,2.9144303533334e-07,2.3143921763855e-07,3.8481421903988e-08,1.7017008131294e-08,2.2355754082759e-09
138,100,0,138,5.9568950988652e-07,1.1413198211956e-06,4.8867032345273e-07,2.8800312212617e-07,2.2811630311223e-07,3.798589986282e-08,1.68292169391e-08,2.2126020139199e-09
139,100,0,139,5.9351614076625e-07,1.1358097420542e-06,4.8576933132462e-07,2.8454247354355e-07,2.2479416700789e-07,3.7488006741992e-08,1.6638704767036e-08,2.1891856325981e-09
140,100,0,140,5.9127654843595e-07,1.1301675926867e-06,4.8281120906614e-07,2.8106131711695e-07,2.2147409939233e-07,3.6987981834427e-08,1.6445548339731e-08,2.1653335991411e-09
141,100,0,141,5.88968874767e-07,1.1243892628836e-06,4.7979420416023e-07,2.7755987823129e-07,2.1815739022571e-07,3.6486058877993e-08,1.6249823306768e-08,2.1410532468744e-09
142,100,0,142,5.8659110981112e-07,1.1184702777927e-06,4.7671640512501e-07,2.7403837842375e-07,2.1484532718886e-07,3.5982465507822e-08,1.6051604049988e-08,2.1163518948676e-09
143,100,0,143,5.8414108190777e-07,1.112405772401e-06,4.7357573018016e-07,2.7049703372445e-07,2.1153919317008e-07,3.5477422673038e-08,1.5850963484731e-08,2.0912368348329e-09
144,100,0,144,5.8161644772969e-07,1.1061904660407e-06,4.7036991604182e-07,2.6693605308901e-07,2.0824026340172e-07,3.4971144016698e-08,1.5647972855417e-08,2.0657153177107e-09
