x,y,z,id,pre1,pre2,pre3,pre4,pre5,pre6,pre7,pre8
100,145,0,145,7.2145080003061e-07,1.4422299877453e-06,6.4002908256058e-07,4.3165034033399e-07,3.2396386928575e-07,4.4485257779065e-08,1.7205673924312e-08,2.1543075044381e-09
100,146,0,146,7.2268663861866e-07,1.4446654400844e-06,6.410916773438e-07,4.3197311105472e-07,3.2314738992238e-07,4.4142257996814e-08,1.7019751997257e-08,2.1291682654162e-09
100,147,0,147,7.2381478936751e-07,1.4468820484592e-06,6.4205604374145e-07,4.3222508877236e-07,3.2226888683788e-07,4.3788691814004e-08,1.6829565676384e-08,2.1035056726306e-09
100,148,0,148,7.2481870787629e-07,1.4488533695436e-06,6.4291177545704e-07,4.3240018809607e-07,3.2132339820822e-07,4.3424107204647e-08,1.6635076931326e-08,2.0773215096143e-09
100,149,0,149,7.2568012299529e-07,1.4505508439967e-06,6.4364778764766e-07,4.3249214048037e-07,3.2030583542561e-07,4.3048039684956e-08,1.6436246261474e-08,2.0506176030978e-09
100,150,0,150,7.2637993669125e-07,1.4519450522804e-06,6.4425275839703e-07,4.3249462788849e-07,3.1921102318789e-07,4.2660012577701e-08,1.6233032817773e-08,2.0233958350853e-09
100,151,0,151,7.2689983473565e-07,1.4530078629729e-06,6.4471585891608e-07,4.3240146929819e-07,3.1803374108584e-07,4.2259536925935e-08,1.6025394617838e-08,1.9956581561582e-09
100,152,0,152,7.2722436134977e-07,1.4537151166193e-06,6.4502764222739e-07,4.3220681185577e-07,3.167687508344e-07,4.1846111232995e-08,1.5813288835893e-08,1.9674065996831e-09
100,153,0,153,7.27346676728e-07,1.4540515116385e-06,6.4518025749815e-07,4.318997982533e-07,3.1540374181738e-07,4.141832696637e-08,1.5596481278924e-08,1.9386307539302e-09
100,154,0,154,7.2725993300991e-07,1.4540001140995e-06,6.4516527228364e-07,4.3147153828278e-07,3.1392911499293e-07,4.0974959070698e-08,1.537471215405e-08,1.9093145520702e-09
100,155,0,155,7.269592870964e-07,1.4535521241173e-06,6.4497931371454e-07,4.3092169966497e-07,3.1234560433886e-07,4.0516327421132e-08,1.5148162693617e-08,1.8794794898745e-09
100,156,0,156,7.2644872615022e-07,1.4527098116713e-06,6.4462196622612e-07,4.3024650768114e-07,3.1064848912484e-07,4.0042079797503e-08,1.4916867493792e-08,1.849134915488e-09
100,157,0,157,7.2573539371611e-07,1.4514797087067e-06,6.4409424403772e-07,4.2944240629593e-07,3.0883294310943e-07,3.9551829938788e-08,1.4680835827824e-08,1.8182867466379e-09
100,158,0,158,7.2482834940796e-07,1.4498709253203e-06,6.4339800792441e-07,4.2850587897143e-07,3.0689396738014e-07,3.9045159928486e-08,1.4440061011718e-08,1.7869394398947e-09
100,159,0,159,7.2373745218637e-07,1.447893650018e-06,6.4253544769359e-07,4.2743327838549e-07,3.0482632230626e-07,3.8521623460049e-08,1.4194526931028e-08,1.7550969098831e-09
100,160,0,160,7.224725171308e-07,1.4455580264771e-06,6.4150869292506e-07,4.2622067632872e-07,3.0262446135019e-07,3.7980749636375e-08,1.3944212537645e-08,1.7227629624963e-09
100,161,0,161,7.2104274523825e-07,1.4428734050044e-06,6.4031955612521e-07,4.2486376240348e-07,3.0028249318978e-07,3.7422048135481e-08,1.3689094974355e-08,1.6899415064242e-09
100,162,0,162,7.1945635712595e-07,1.4398478757904e-06,6.3896938131856e-07,4.2335780839053e-07,2.977941889443e-07,3.6845015974566e-08,1.3429151799778e-08,1.6566366649123e-09
100,163,0,163,7.17720378328e-07,1.436488007983e-06,6.3745896954739e-07,4.216976818101e-07,2.9515302032804e-07,3.6249144820595e-08,1.3164362631032e-08,1.6228528433628e-09
100,164,0,164,7.158405520409e-07,1.4327987542004e-06,6.3578856057891e-07,4.1987787570584e-07,2.9235220149139e-07,3.5633927662909e-08,1.2894710424595e-08,1.5885947779594e-09
100,165,0,165,7.1382136017261e-07,1.4287834915685e-06,6.3395785608557e-07,4.178925306023e-07,2.8938471786097e-07,3.4998864535839e-08,1.2620182558682e-08,1.5538675767128e-09
100,166,0,166,7.1166612318341e-07,1.4244441620538e-06,6.3196607108325e-07,4.157354416641e-07,2.8624334092293e-07,3.4343467711832e-08,1.2340771833141e-08,1.5186767581149e-09
100,167,0,167,7.0937713426432e-07,1.4197814561634e-06,6.2981199722933e-07,4.1340005699282e-07,2.829206379648e-07,3.366726697652e-08,1.2056477457853e-08,1.4830282897885e-09
100,168,0,168,7.0695578117126e-07,1.4147949793318e-06,6.2749406060618e-07,4.1087947688321e-07,2.79408987861e-07,3.2969815469551e-08,1.1767306067917e-08,1.4469286282352e-09
100,169,0,169,7.0440263115706e-07,1.4094833681551e-06,6.2501036418359e-07,4.081664580417e-07,2.7570060819448e-07,3.2250696332064e-08,1.1473272788907e-08,1.4103847602078e-09
100,170,0,170,7.0171748247335e-07,1.4038443602198e-06,6.2235871518478e-07,4.0525341853522e-07,2.7178759153583e-07,3.1509530189404e-08,1.1174402370945e-08,1.37340424596e-09
100,171,0,171,6.9889939431807e-07,1.397874831884e-06,6.1953664047934e-07,4.0213243715172e-07,2.6766194692085e-07,3.0745983446469e-08,1.0870730407261e-08,1.3359952644815e-09
100,172,0,172,6.9594669787656e-07,1.3915708054323e-06,6.1654138951337e-07,3.9879524434562e-07,2.6331564601378e-07,2.9959777463715e-08,1.0562304649415e-08,1.2981666607186e-09
100,173,0,173,6.9285698252978e-07,1.3849274149477e-06,6.1336992079598e-07,3.9523320475632e-07,2.5874067655931e-07,2.9150698775919e-08,1.0249186429052e-08,1.2599279946996e-09
100,174,0,174,6.8962705056526e-07,1.377938818381e-06,6.1001886705819e-07,3.9143729080111e-07,2.5392910610522e-07,2.8318610538835e-08,9.9314521951743e-09,1.2212895924083e-09
100,175,0,175,6.8625283632059e-07,1.3705980455556e-06,6.0648447424527e-07,3.8739804487544e-07,2.4887315829058e-07,2.7463465383295e-08,9.6091951755525e-09,1.1822625981778e-09
100,176,0,176,6.8272928700649e-07,1.3628967719876e-06,6.0276250878788e-07,3.8310552591454e-07,2.435653038509e-07,2.6585319869519e-08,9.2825271702364e-09,1.1428590282686e-09
100,177,0,177,6.7905019996253e-07,1.3548250026026e-06,5.98848124847e-07,3.7854923450968e-07,2.3799836883636e-07,2.5684350752177e-08,8.951580484666e-09,1.1030918252342e-09
100,178,0,178,6.7520800352278e-07,1.3463706351645e-06,5.9473567733332e-07,3.7371800864357e-07,2.321656626879e-07,2.4760873242581e-08,8.616510006565e-09,1.0629749124573e-09
100,179,0,179,6.7119346137934e-07,1.3375188581828e-06,5.9041845987844e-07,3.685998793163e-07,2.2606112912118e-07,2.3815361441739e-08,8.2774954304261e-09,1.0225232482979e-09
100,180,0,180,6.6699527838122e-07,1.3282513283806e-06,5.858883409995e-07,3.6318187077666e-07,2.1967952331363e-07,2.2848471149188e-08,7.9347436266475e-09,9.817528787022e-10
100,181,0,181,6.6259958676118e-07,1.3185450657343e-06,5.8113526585984e-07,3.574497246466e-07,2.1301661999972e-07,2.1861065374614e-08,7.5884911629736e-09,9.4068098784176e-10
100,182,0,182,6.5798927259209e-07,1.3083709598201e-06,5.7614656982852e-07,3.5138751520705e-07,2.0606945433029e-07,2.0854242698794e-08,7.2390069566589e-09,8.9932594418103e-10
100,183,0,183,6.5314307825108e-07,1.2976917286511e-06,5.7090602567318e-07,3.4497711187329e-07,1.9883659507659e-07,1.9829368557372e-08,6.8865950813041e-09,8.5770734333805e-10
100,184,0,184,6.4803436632589e-07,1.2864590541554e-06,5.6539248973187e-07,3.3819741298016e-07,1.9131843854462e-07,1.878810874032e-08,6.5315976219658e-09,8.1584603976577e-10
100,185,0,185,6.4262945939202e-07,1.2746096356354e-06,5.5957800777596e-07,3.3102327133871e-07,1.8351752036119e-07,1.7732465389069e-08,6.174397728834e-09,7.7376417850976e-10
100,186,0,186,6.3688531409523e-07,1.2620595375862e-06,5.5342506435062e-07,3.2342393163407e-07,1.7543880134981e-07,1.6664812957521e-08,5.8154224343407e-09,7.3148519601867e-10
100,187,0,187,6.307464504684e-07,1.2486964599608e-06,5.468827486191e-07,3.1536086341444e-07,1.6708992491985e-07,1.5587935894562e-08,5.4551460378706e-09,6.8903384880111e-10
100,188,0,188,6.2414023013748e-07,1.2343678130255e-06,5.3988081427525e-07,3.0678445110689e-07,1.5848123697708e-07,1.4505055390884e-08,5.0940920602813e-09,6.4643613515975e-10
100,189,0,189,6.169709708739e-07,1.2188650168287e-06,5.3232166007762e-07,2.9762964390478e-07,1.4962568060377e-07,1.3419857978533e-08,4.7328377732528e-09,6.0371938834293e-10
100,190,0,190,6.0910904373485e-07,1.2018955665783e-06,5.2406630671467e-07,2.8780861975263e-07,1.4053770530797e-07,1.2336472169346e-08,4.3720120297474e-09,5.6091193713877e-10
100,191,0,191,6.0038028736829e-07,1.1830519554504e-06,5.149179624299e-07,2.7720281710144e-07,1.3123227409297e-07,1.1259474641215e-08,4.0123058283355e-09,5.1804360578482e-10
100,192,0,192,5.9053479166775e-07,1.1617341292525e-06,5.0458389162502e-07,2.6564513960972e-07,1.2171988451889e-07,1.0193676030091e-08,3.6544520623e-09,4.7514435088758e-10
100,193,0,193,5.7923611338188e-07,1.1371023978426e-06,4.9264826327683e-07,2.5291101294376e-07,1.1200527090907e-07,9.144157276495e-09,3.2992669210332e-09,4.3224671166208e-10
100,194,0,194,5.659382771486e-07,1.1077962118351e-06,4.7844130152235e-07,2.3866494109763e-07,1.0206786784878e-07,8.1153241483069e-09,2.9475495530628e-09,3.893801908417e-10
100,195,0,195,5.4996124286274e-07,1.0720168146833e-06,4.6106245520579e-07,2.2249487251075e-07,9.1874462492581e-08,7.1116255310654e-09,2.6002722842996e-09,3.4658221971784e-10
100,196,0,196,5.2978493757641e-07,1.0260665659744e-06,4.3874511484743e-07,2.0366872023142e-07,8.1288069834297e-08,6.1333245972445e-09,2.258122815631e-09,3.0387501909421e-10
100,197,0,197,5.0420629389518e-07,9.6644597668396e-07,4.0974946148977e-07,1.8161807639129e-07,7.0226428762052e-08,5.1829312319317e-09,1.9223849639404e-09,2.6131132768985e-10
100,198,0,198,4.6624802174527e-07,8.7828340457408e-07,3.6758094708379e-07,1.5412994406736e-07,5.8051705138244e-08,4.241148812485e-09,1.5928521965444e-09,2.1888284836854e-10
100,199,0,199,4.2251361999598e-07,7.711475044537e-07,3.1595712007579e-07,1.2337889593212e-07,4.5445778539859e-08,3.3299907346843e-09,1.272141833309e-09,1.7669654746188e-10
100,200,0,200,2.9933900891505e-07,5.1554291657783e-07,2.0399342218397e-07,7.3007983502615e-08,2.7281134074055e-08,2.270749732095e-09,9.5378482586142e-10,1.3463803249231e-10
