x,y,z,id,group1,group2,group3,group4,group5,group6
93,100,0,93,2.6275434598859e+16,1.0612224468521e+17,1.9929681624145e+17,1.292727467112e+17,1.0342487798142e+17,3.1364317884741e+16
94,100,0,94,2.631529135364e+16,1.062832197768e+17,1.9959912614783e+17,1.2946883772484e+17,1.035817607939e+17,3.1411893838026e+16
95,100,0,95,2.6349031985246e+16,1.064194928218e+17,1.998550458325e+17,1.2963483809494e+17,1.0371456954815e+17,3.1452169135642e+16
96,100,0,96,2.6376648653836e+16,1.065310321553e+17,2.0006451581866e+17,1.2977070923235e+17,1.0382327337552e+17,3.1485134420115e+16
97,100,0,97,2.6398134942461e+16,1.066178118595e+17,2.0022748742482e+17,1.2987641955212e+17,1.0390784700993e+17,3.1510782032234e+16
98,100,0,98,2.6413485858587e+16,1.0667981176982e+17,2.0034392277597e+17,1.2995194448073e+17,1.0396827079384e+17,3.1529106012907e+16
99,100,0,99,2.6422697835276e+16,1.0671701747961e+17,2.0041379481232e+17,1.2999726646162e+17,1.0400453068287e+17,3.1540102104609e+16
100,100,0,100,2.6425768732024e+16,1.0672942034355e+17,2.004370872955e+17,1.3001237495929e+17,1.0401661824906e+17,3.1543767752414e+16
101,100,0,101,2.6422697835276e+16,1.0671701747961e+17,2.0041379481232e+17,1.2999726646162e+17,1.0400453068287e+17,3.1540102104609e+16
102,100,0,102,2.6413485858587e+16,1.0667981176982e+17,2.0034392277597e+17,1.2995194448073e+17,1.0396827079384e+17,3.1529106012907e+16
103,100,0,103,2.6398134942461e+16,1.066178118595e+17,2.0022748742482e+17,1.2987641955212e+17,1.0390784700993e+17,3.1510782032234e+16
104,100,0,104,2.6376648653836e+16,1.065310321553e+17,2.0006451581866e+17,1.2977070923235e+17,1.0382327337552e+17,3.1485134420115e+16
105,100,0,105,2.6349031985246e+16,1.064194928218e+17,1.998550458325e+17,1.2963483809494e+17,1.0371456954815e+17,3.1452169135642e+16
106,100,0,106,2.631529135364e+16,1.062832197768e+17,1.9959912614783e+17,1.2946883772484e+17,1.035817607939e+17,3.1411893838026e+16
107,100,0,107,2.6275434598859e+16,1.0612224468521e+17,1.9929681624145e+17,1.292727467112e+17,1.0342487798142e+17,3.1364317884741e+16
108,100,0,108,2.6229470981782e+16,1.0593660495169e+17,1.9894818637186e+17,1.2904661063858e+17,1.0324395757473e+17,3.1309452329247e+16
109,100,0,109,2.6177411182132e+16,1.0572634371189e+17,1.9855331756304e+17,1.2879048207654e+17,1.0303904162463e+17,3.1247309918299e+16
110,100,0,110,2.6119267295948e+16,1.054915098223e+17,1.9811230158598e+17,1.2850442056769e+17,1.0281017775875e+17,3.1177905088835e+16
111,100,0,111,2.6055052832715e+16,1.0523215784887e+17,1.9762524093758e+17,1.2818849261413e+17,1.0255741917037e+17,3.1101253964446e+16
112,100,0,112,2.5984782712161e+16,1.0494834805424e+17,1.9709224881727e+17,1.2784277166229e+17,1.0228082460586e+17,3.1017374351413e+16
113,100,0,113,2.5908473260718e+16,1.0464014638367e+17,1.9651344910108e+17,1.2746733808624e+17,1.0198045835072e+17,3.0926285734333e+16
114,100,0,114,2.5826142207648e+16,1.0430762444957e+17,1.9588897631345e+17,1.2706227916938e+17,1.0165639021438e+17,3.0828009271299e+16
115,100,0,115,2.5737808680828e+16,1.039508595149e+17,1.9521897559654e+17,1.2662768908461e+17,1.013086955136e+17,3.0722567788653e+16
116,100,0,116,2.5643493202209e+16,1.0356993447503e+17,1.9450360267728e+17,1.2616366887291e+17,1.009374550545e+17,3.0609985775301e+16
117,100,0,117,2.5543217682936e+16,1.0316493783852e+17,1.9374302383202e+17,1.2567032642038e+17,1.0054275511322e+17,3.0490289376578e+16
118,100,0,118,2.5437005418135e+16,1.0273596370649e+17,1.9293741584893e+17,1.2514777643371e+17,1.0012468741524e+17,3.0363506387668e+16
119,100,0,119,2.5324881081372e+16,1.0228311175077e+17,1.9208696598807e+17,1.2459614041416e+17,9.9683349113291e+16,3.0229666246566e+16
120,100,0,120,2.520687071878e+16,1.0180648719081e+17,1.9119187193929e+17,1.240155466299e+17,9.9218842763785e+16,3.0088800026571e+16
121,100,0,121,2.5083001742859e+16,1.0130620076929e+17,1.9025234177787e+17,1.234061300869e+17,9.8731276301928e+16,2.9940940428311e+16
122,100,0,122,2.4953302925945e+16,1.0078236872662e+17,1.8926859391798e+17,1.2276803249822e+17,9.8220763015301e+16,2.9786121771282e+16
123,100,0,123,2.4817804393367e+16,1.0023511277417e+17,1.8824085706412e+17,1.221014022518e+17,9.7687421515993e+16,2.9624379984898e+16
124,100,0,124,2.4676537616276e+16,9.9664560066346e+16,1.8716937016034e+17,1.2140639437662e+17,9.7131375711225e+16,2.9455752599033e+16
125,100,0,125,2.4529535404163e+16,9.9070843171605e+16,1.8605438233754e+17,1.2068317050745e+17,9.6552754772433e+16,2.9280278734045e+16
126,100,0,126,2.4376831897065e+16,9.845410004229e+16,1.8489615285877e+17,1.1993189884786e+17,9.595169310277e+16,2.9097999090275e+16
127,100,0,127,2.4218462557471e+16,9.7814473983478e+16,1.8369495106263e+17,1.1915275413176e+17,9.5328330302996e+16,2.8908955936987e+16
128,100,0,128,2.4054464161934e+16,9.7152113620802e+16,1.8245105630472e+17,1.1834591758332e+17,9.468281113569e+16,2.8713193100764e+16
129,100,0,129,2.3884874792392e+16,9.6467172867345e+16,1.8116475789749e+17,1.1751157687522e+17,9.4015285487746e+16,2.85107559533e+16
130,100,0,130,2.3709733827225e+16,9.5759810889647e+16,1.7983635504816e+17,1.1664992608524e+17,9.3325908331072e+16,2.830169139861e+16
131,100,0,131,2.3529081932041e+16,9.5030192072923e+16,1.7846615679514e+17,1.1576116565117e+17,9.2614839681449e+16,2.8086047859608e+16
132,100,0,132,2.3342961050231e+16,9.4278485985559e+16,1.7705448194279e+17,1.1484550232386e+17,9.1882244555442e+16,2.7863875264042e+16
133,100,0,133,2.3151414393297e+16,9.3504867343003e+16,1.756016589947e+17,1.1390314911856e+17,9.1128292925309e+16,2.7635225029762e+16
134,100,0,134,2.2954486430981e+16,9.2709515971147e+16,1.7410802608554e+17,1.129343252642e+17,9.0353159671789e+16,2.7400150049296e+16
135,100,0,135,2.2752222881236e+16,9.1892616769356e+16,1.7257393091147e+17,1.1193925615072e+17,8.9557024534683e+16,2.71587046737e+16
136,100,0,136,2.2544670700052e+16,9.1054359673266e+16,1.7099973065935e+17,1.1091817327427e+17,8.8740072061109e+16,2.6910944695664e+16
137,100,0,137,2.2331878071204e+16,9.0194939617539e+16,1.6938579193457e+17,1.0987131418e+17,8.7902491551302e+16,2.665692733184e+16
138,100,0,138,2.2113894395957e+16,8.9314556498775e+16,1.6773249068776e+17,1.0879892240256e+17,8.7044477001841e+16,2.6396711204362e+16
139,100,0,139,2.1890770282785e+16,8.8413415138783e+16,1.6604021214029e+17,1.0770124740382e+17,8.6166227046148e+16,2.6130356321533e+16
140,100,0,140,2.1662557537193e+16,8.7491725248482e+16,1.6430935070852e+17,1.0657854450777e+17,8.5267944892115e+16,2.5857924057639e+16
141,100,0,141,2.1429309151704e+16,8.6549701392713e+16,1.6254030992688e+17,1.0543107483226e+17,8.4349838256693e+16,2.5579477131871e+16
142,100,0,142,2.1191079296124e+16,8.5587562956279e+16,1.6073350236971e+17,1.0425910521724e+17,8.3412119297276e+16,2.5295079586322e+16
143,100,0,143,2.0947923308194e+16,8.4605534111598e+16,1.5888934957161e+17,1.0306290814931e+17,8.2455004539709e+16,2.5004796763025e+16
144,100,0,144,2.0699897684778e+16,8.3603843788357e+16,1.5700828194629e+17,1.0184276168194e+17,8.1478714802722e+16,2.470869528002e+16
145,100,0,145,2.0447060073728e+16,8.2582725645662e+16,1.5509073870356e+17,1.0059894935116e+17,8.0483475118635e+16,2.4406843006417e+16
146,100,0,146,2.0189469266637e+16,8.1542418047185e+16,1.5313716776419e+17,9.9331760085933e+16,7.9469514650123e+16,2.4099309036436e+16
147,100,0,147,1.9927185192695e+16,8.0483164039913e+16,1.5114802567216e+17,9.8041488112937e+16,7.8437066602879e+16,2.3786163662426e+16
148,100,0,148,1.9660268913898e+16,7.9405211337136e+16,1.491237775036e+17,9.672843285483e+16,7.7386368134e+16,2.346747834683e+16
149,100,0,149,1.9388782621936e+16,7.8308812306434e+16,1.470648967719e+17,9.5392898821453e+16,7.6317660255947e+16,2.3143325693122e+16
150,100,0,150,1.9112789637092e+16,7.7194223963456e+16,1.4497186532774e+17,9.4035195493097e+16,7.5231187735941e+16,2.2813779415708e+16
151,100,0,151,1.8832354409594e+16,7.606170797241e+16,1.4284517325304e+17,9.2655637194972e+16,7.4127198990704e+16,2.2478914308811e+16
152,100,0,152,1.854754252388e+16,7.4911530654262e+16,1.4068531874724e+17,9.1254542961912e+16,7.3005945976477e+16,2.2138806214379e+16
153,100,0,153,1.8258420706355e+16,7.3743963003751e+16,1.3849280800402e+17,8.9832236392277e+16,7.1867684074325e+16,2.1793531989042e+16
154,100,0,154,1.7965056837298e+16,7.2559280716435e+16,1.362681550763e+17,8.838904548992e+16,7.0712671970779e+16,2.1443169470192e+16
155,100,0,155,1.7667519967675e+16,7.1357764227099e+16,1.340118817267e+17,8.6925302493034e+16,6.9541171533974e+16,2.1087797441235e+16
156,100,0,156,1.7365880341752e+16,7.0139698760973e+16,1.317245172601e+17,8.5441343688614e+16,6.8353447685531e+16,2.072749559612e+16
157,100,0,157,1.7060209426531e+16,6.8905374399342e+16,1.2940659833438e+17,8.3937509211242e+16,6.7149768268566e+16,2.0362344503222e+16
158,100,0,158,1.6750579949221e+16,6.765508616124e+16,1.2705866874445e+17,8.2414142824854e+16,6.5930403912336e+16,1.9992425568726e+16
159,100,0,159,1.643706594411e+16,6.6389134103051e+16,1.2468127917388e+17,8.0871591686196e+16,6.4695627894247e+16,1.9617820999598e+16
160,100,0,160,1.6119742810455e+16,6.510782343797e+16,1.2227498690721e+17,7.9310206088681e+16,6.3445716000115e+16,1.9238613766321e+16
161,100,0,161,1.5798687383254e+16,6.3811464677377e+16,1.1984035549493e+17,7.7730339185509e+16,6.2180946383829e+16,1.8854887565523e+16
162,100,0,162,1.5473978019047e+16,6.2500373796274e+16,1.1737795436149e+17,7.6132346691067e+16,6.0901599427837e+16,1.8466726782643e+16
163,100,0,163,1.5145694699233e+16,6.1174872425028e+16,1.1488835834499e+17,7.4516586559897e+16,5.9607957606181e+16,1.8074216454789e+16
164,100,0,164,1.4813919153802e+16,5.9835288069697e+16,1.123721471553e+17,7.2883418642929e+16,5.8300305352162e+16,1.7677442233907e+16
165,100,0,165,1.4478735008796e+16,5.8481954363236e+16,1.0982990473494e+17,7.1233204321177e+16,5.6978928933098e+16,1.7276490350353e+16
166,100,0,166,1.4140227961366e+16,5.711521134984e+16,1.0726221850454e+17,6.9566306117848e+16,5.5644116335062e+16,1.6871447576922e+16
167,100,0,167,1.3798485986868e+16,5.5735405804568e+16,1.0466967847147e+17,6.788308729071e+16,5.4296157160965e+16,1.6462401193304e+16
168,100,0,168,1.3453599583151e+16,5.4342891590188e+16,1.0205287617683e+17,6.6183911407816e+16,5.2935342545821e+16,1.6049438950853e+16
169,100,0,169,1.3105662057971e+16,5.2938030052919e+16,9.9412403452039e+16,6.4469141911199e+16,5.1561965093552e+16,1.5632649037389e+16
170,100,0,170,1.2754769866418e+16,5.1521190458237e+16,9.6748850951441e+16,6.2739141675125e+16,5.017631884024e+16,1.5212120041622e+16
171,100,0,171,1.2401023006267e+16,5.0092750467374e+16,9.4062806422307e+16,6.0994272567921e+16,4.877869924919e+16,1.4787940916514e+16
172,100,0,172,1.2044525480437e+16,4.8653096654244e+16,9.1354852667558e+16,5.9234895029456e+16,4.7369403243735e+16,1.4360200940624e+16
173,100,0,173,1.1685385837151e+16,4.7202625061499e+16,8.8625565149727e+16,5.7461367680095e+16,4.5948729284044e+16,1.3928989676106e+16
174,100,0,174,1.1323717800009e+16,4.5741741792968e+16,8.5875509176999e+16,5.567404698157e+16,4.4516977494568e+16,1.3494396921573e+16
175,100,0,175,1.0959641002151e+16,4.4270863637964e+16,8.310523660346e+16,5.3873286975843e+16,4.3074449848852e+16,1.3056512657492e+16
176,100,0,176,1.0593281840823e+16,4.2790418720647e+16,8.0315281965875e+16,5.2059439134905e+16,4.1621450418352e+16,1.2615426981076e+16
177,100,0,177,1.0224774471246e+16,4.1300847164814e+16,7.7506157968217e+16,5.0232852362756e+16,4.0158285691442e+16,1.2171230026847e+16
178,100,0,178,9.8542619616404e+15,3.9802601760903e+16,7.4678350212817e+16,4.8393873200844e+16,3.8685264967885e+16,1.1724011868053e+16
179,100,0,179,9.4818976346518e+15,3.8296148617678e+16,7.1832311063062e+16,4.6542846300305e+16,3.7202700832511e+16,1.1273862393001e+16
180,100,0,180,9.1078466244006e+15,3.6781967775625e+16,6.8968452507105e+16,4.4680115238802e+16,3.5710909709529e+16,1.0820871149015e+16
181,100,0,181,8.732287682967e+15,3.5260553752556e+16,6.6087137874801e+16,4.280602377706e+16,3.4210212495501e+16,1.0365127145198e+16
182,100,0,182,8.3554152754369e+15,3.3732415983858e+16,6.3188672240962e+16,4.0920917670776e+16,3.2700935264316e+16,9.9067186034123e+15
183,100,0,183,7.9774420088089e+15,3.2198079110104e+16,6.027329132697e+16,3.9025147178117e+16,3.1183410031078e+16,9.4457326448926e+15
184,100,0,184,7.5986014472245e+15,3.0658083052924e+16,5.7341148689527e+16,3.7119070432019e+16,2.965797555326e+16,8.9822548976953e+15
185,100,0,185,7.2191513742919e+15,2.9112982805806e+16,5.4392300960025e+16,3.5203057880928e+16,2.8124978136263e+16,8.5163690077394e+15
186,100,0,186,6.8393775729234e+15,2.7563347849318e+16,5.1426690870299e+16,3.327749804214e+16,2.6584772395892e+16,8.0481560335662e+15
187,100,0,187,6.459598204308e+15,2.6009761079606e+16,4.844412777071e+16,3.1342804859714e+16,2.5037721911561e+16,7.5776937021753e+15
188,100,0,188,6.0801688806553e+15,2.4452817114293e+16,4.5444265314324e+16,2.9399427015082e+16,2.3484199680167e+16,7.1050555004643e+15
