x,y,z,id,group1,group2,group3,group4,group5,group6
103,100,0,103,2.6396449196319e+14,1.0661092022128e+15,2.0021430968385e+15,1.298677624515e+15,1.0390082704762e+15,3.1508634835308e+14
104,100,0,104,2.6374949064166e+14,1.065240850442e+15,2.0005123456322e+15,1.2976198460458e+15,1.0381619926488e+15,3.148297079039e+14
105,100,0,105,2.634861437164e+14,1.0641772391103e+15,1.9985148998165e+15,1.2963242136288e+15,1.0371254193207e+15,3.1451535879995e+14
106,100,0,106,2.6313153012535e+14,1.0627450174456e+15,1.9958252091685e+15,1.2945795613405e+15,1.0357296067955e+15,3.1409206749439e+14
107,100,0,107,2.6276451516869e+14,1.0612627087608e+15,1.9930414558259e+15,1.2927738960429e+15,1.0342849806948e+15,3.1365397305994e+14
108,100,0,108,2.6227357335971e+14,1.0592798804612e+15,1.9893177339311e+15,1.2903585277151e+15,1.0323525605125e+15,3.1306795095149e+14
109,100,0,109,2.6178263155072e+14,1.0572970521617e+15,1.9855940120364e+15,1.2879431593873e+15,1.0304201403302e+15,3.1248192884305e+14
110,100,0,110,2.6117440046794e+14,1.0548405120864e+15,1.9809806666491e+15,1.2849507449991e+15,1.0280260531598e+15,3.1175590208569e+14
111,100,0,111,2.6055048315721e+14,1.0523206179579e+15,1.9762483433158e+15,1.2818811566654e+15,1.025570222802e+15,3.1101115115379e+14
112,100,0,112,2.5983346397275e+14,1.049424700875e+15,1.9708098551914e+15,1.2783535219419e+15,1.0227479310783e+15,3.1015526725783e+14
113,100,0,113,2.5907997574042e+14,1.0463814913847e+15,1.9650947544003e+15,1.2746464653115e+15,1.0197820923286e+15,3.0925585133375e+14
114,100,0,114,2.5825086738636e+14,1.0430328648967e+15,1.9588060864122e+15,1.270567371113e+15,1.016518603344e+15,3.0826616977992e+14
115,100,0,115,2.5737124933794e+14,1.0394802382187e+15,1.9521343100246e+15,1.2662397781892e+15,1.0130563018999e+15,3.0721619621299e+14
116,100,0,116,2.5642733855196e+14,1.035667944121e+15,1.9449748842666e+15,1.2615958780169e+15,1.0093409368463e+15,3.0608947803385e+14
117,100,0,117,2.5542505436062e+14,1.0316198897786e+15,1.9373727062564e+15,1.256664792512e+15,1.0053958073558e+15,3.0489308099943e+14
118,100,0,118,2.5436419883819e+14,1.0273352760842e+15,1.9293262765752e+15,1.2514455498408e+15,1.0012201350156e+15,3.0362676861744e+14
119,100,0,119,2.5324272208736e+14,1.0228058238614e+15,1.9208200471676e+15,1.2459280649911e+15,9.9680585121678e+14,3.0228809396922e+14
120,100,0,120,2.5206332916289e+14,1.018042458789e+15,1.9118745378597e+15,1.2401256486355e+15,9.9216360402337e+14,3.0088028567648e+14
121,100,0,121,2.5082613191008e+14,1.0130456325897e+15,1.9024905969704e+15,1.2340388510218e+15,9.8729383366872e+14,2.994034772472e+14
122,100,0,122,2.4952713370501e+14,1.0077992043132e+15,1.8926379147759e+15,1.2276480131439e+15,9.8218080981398e+14,2.9785289744053e+14
123,100,0,123,2.4817767618987e+14,1.0023489806556e+15,1.8824025141605e+15,1.2210089321336e+15,9.7686917407158e+14,2.9624208469779e+14
124,100,0,124,2.4675850205579e+14,9.9661718616527e+14,1.8716383398451e+15,1.2140268729535e+15,9.7128312889673e+14,2.945480508504e+14
125,100,0,125,2.4530022347775e+14,9.9072745700995e+14,1.8605775733851e+15,1.2068524353875e+15,9.6554316592669e+14,2.9280733781701e+14
126,100,0,126,2.4376077046104e+14,9.845098830272e+14,1.8489011384214e+15,1.199278658149e+15,9.5948369542853e+14,2.9096972504576e+14
127,100,0,127,2.4219708075451e+14,9.7819442264672e+14,1.837040879993e+15,1.1915856479115e+15,9.5332882784505e+14,2.8910318039734e+14
128,100,0,128,2.4053768271569e+14,9.7149242115447e+14,1.8244547331365e+15,1.1834218071859e+15,9.4679724675749e+14,2.871223843726e+14
129,100,0,129,2.3885778602784e+14,9.6470763147841e+14,1.8117131190605e+15,1.1751571263456e+15,9.4018498173641e+14,2.8511711774231e+14
130,100,0,130,2.3709335119041e+14,9.5758141737418e+14,1.7983303494264e+15,1.1664765752875e+15,9.3323996926808e+14,2.8301093147199e+14
131,100,0,131,2.3529207885677e+14,9.5030642940488e+14,1.7846682038052e+15,1.1576148134576e+15,9.2614996145671e+14,2.8086076795905e+14
132,100,0,132,2.334322183963e+14,9.4279482432069e+14,1.7705617251688e+15,1.1484648452952e+15,9.1882934607374e+14,2.7864066092299e+14
133,100,0,133,2.3151107727619e+14,9.3503573179139e+14,1.755990508605e+15,1.1390134344148e+15,9.1126752287734e+14,2.7634739267382e+14
134,100,0,134,2.2955901942792e+14,9.2715177928008e+14,1.7411848269385e+15,1.1294099425579e+15,9.0358400783821e+14,2.7401721383409e+14
135,100,0,135,2.2751983029041e+14,9.189159461984e+14,1.7257183884819e+15,1.1193778609477e+15,8.95557528488e+14,2.7158300537962e+14
136,100,0,136,2.2545061403783e+14,9.1055885112191e+14,1.710024250565e+15,1.10919808372e+15,8.874128543092e+14,2.6911294380159e+14
137,100,0,137,2.2332361165719e+14,9.0196839196027e+14,1.6938919143348e+15,1.0987340720666e+15,8.7904071797946e+14,2.6657388381988e+14
138,100,0,138,2.2113776097566e+14,8.9314028646023e+14,1.6773133496999e+15,1.0879806113445e+15,8.7043692996904e+14,2.6396455045457e+14
139,100,0,139,2.1891781516606e+14,8.8417449655125e+14,1.660476257105e+15,1.0770594532249e+15,8.6169892709903e+14,2.6131450112414e+14
140,100,0,140,2.1662804555117e+14,8.7492674852958e+14,1.6431097456547e+15,1.0657948736585e+15,8.52686053885e+14,2.5858106201431e+14
141,100,0,141,2.1429404217355e+14,8.6550038648822e+14,1.6254078683675e+15,1.0543127410653e+15,8.4349903608372e+14,2.5579478704106e+14
142,100,0,142,2.1192320854481e+14,8.5592530636407e+14,1.6074267586756e+15,1.042649468255e+15,8.341670191028e+14,2.5296451855462e+14
143,100,0,143,2.094823082975e+14,8.4606731533788e+14,1.5889144688929e+15,1.0306415972556e+15,8.2455912841388e+14,2.5005054192629e+14
144,100,0,144,2.070009580088e+14,8.3604600774133e+14,1.570095550667e+15,1.0184347887358e+15,8.1479195250515e+14,2.4708822866741e+14
145,100,0,145,2.0448119334052e+14,8.2586960474186e+14,1.5509854402934e+15,1.0060390539625e+15,8.0487350235267e+14,2.4408000878281e+14
146,100,0,146,2.0190023413801e+14,8.1544614755955e+14,1.5314114912592e+15,9.9334235539255e+14,7.9471403704741e+14,2.4099864233746e+14
147,100,0,147,1.9927427032942e+14,8.0484101331259e+14,1.5114964502813e+15,9.804243096956e+14,7.843772810403e+14,2.3786346260617e+14
148,100,0,148,1.9660928491236e+14,7.9407836139732e+14,1.4912856748499e+15,9.6731433687296e+14,7.7388678342303e+14,2.3468161453736e+14
149,100,0,149,1.9389876220412e+14,7.8313189953924e+14,1.4707298008467e+15,9.5398038102774e+14,7.6321684527969e+14,2.3144529319497e+14
150,100,0,150,1.9113250062192e+14,7.7196047329127e+14,1.4497515504752e+15,9.4037223111874e+14,7.5232718753396e+14,2.2814226099456e+14
151,100,0,151,1.8832742545497e+14,7.606324096661e+14,1.4284791954497e+15,9.2657311691631e+14,7.4128446877933e+14,2.2479275021736e+14
152,100,0,152,1.8548273137577e+14,7.491444686301e+14,1.4069066397511e+15,9.1257905246468e+14,7.3008547126398e+14,2.2139577970454e+14
153,100,0,153,1.8259628315981e+14,7.3748804724798e+14,1.3850177110828e+15,8.9837949676524e+14,7.1872171369824e+14,2.1794876832123e+14
154,100,0,154,1.7965737185462e+14,7.2561996262483e+14,1.3627312637237e+15,8.8392165150955e+14,7.0715079517213e+14,2.1443882649702e+14
155,100,0,155,1.7668007298892e+14,7.1359702321958e+14,1.340153930254e+15,8.6927472447786e+14,6.9542817203285e+14,2.1088279193322e+14
156,100,0,156,1.7366412281285e+14,7.0141817903652e+14,1.3172836840896e+15,8.5443733655994e+14,6.8355270000274e+14,2.072803108229e+14
157,100,0,157,1.7060942937645e+14,6.8908307416153e+14,1.2941197859536e+15,8.3940893317281e+14,6.715238911921e+14,2.0363122802228e+14
158,100,0,158,1.6751605779128e+14,6.7659198654974e+14,1.2706626662937e+15,8.2418970665039e+14,6.5934185240511e+14,1.9993556842364e+14
159,100,0,159,1.6438087869611e+14,6.6393231330289e+14,1.2468884856332e+15,8.0876401672012e+14,6.4699396204725e+14,1.9618948564534e+14
160,100,0,160,1.6120536931537e+14,6.5111002528575e+14,1.2228082670803e+15,7.9313888679088e+14,6.3448579329285e+14,1.9239466331053e+14
161,100,0,161,1.5799361107183e+14,6.3814158502365e+14,1.198452776707e+15,7.773342232135e+14,6.2183328718861e+14,1.8855594005671e+14
162,100,0,162,1.547460033565e+14,6.2502860171818e+14,1.1738247992679e+15,7.613516954549e+14,6.0903773454162e+14,1.8467370020591e+14
163,100,0,163,1.514630550229e+14,6.1177311758218e+14,1.148927878691e+15,7.451934514608e+14,5.9610081167472e+14,1.8074844516356e+14
164,100,0,164,1.4814537434321e+14,5.9837756419768e+14,1.1237662261873e+15,7.2886205848923e+14,5.830245349079e+14,1.7678077970389e+14
165,100,0,165,1.4479365987545e+14,5.8484472192346e+14,1.0983446329781e+15,7.1236044757789e+14,5.6981121820363e+14,1.7277139919161e+14
166,100,0,166,1.4140869222675e+14,5.7117768223121e+14,1.0726683874333e+15,6.9569186163102e+14,5.5646343393538e+14,1.6872107771618e+14
167,100,0,167,1.3799132669248e+14,5.5737981283105e+14,1.0467431964006e+15,6.7885980710432e+14,5.4298397672072e+14,1.6463065710903e+14
168,100,0,168,1.3454248674553e+14,5.434547254329e+14,1.020575110505e+15,6.6186800926119e+14,5.2937583024322e+14,1.6050103680873e+14
169,100,0,169,1.3106315834596e+14,5.2940624597916e+14,9.9417045320083e+14,6.4472037096948e+14,5.1564213697222e+14,1.5633316453502e+14
170,100,0,170,1.2755438503669e+14,5.1523838717616e+14,9.6753575337095e+14,6.2742093500406e+14,5.0178617067479e+14,1.5212802772892e+14
171,100,0,171,1.2401726378768e+14,5.009553231475e+14,9.4067768127843e+14,6.0997384981656e+14,4.8781131160171e+14,1.4788664571374e+14
172,100,0,172,1.2045294154729e+14,4.8656136603026e+14,9.1360298769849e+14,5.9238333872925e+14,4.7372102421693e+14,1.4361006252958e+14
173,100,0,173,1.1686261245683e+14,4.7206094433592e+14,8.863184460768e+14,5.7465367250449e+14,4.5951883732973e+14,1.3929934039327e+14
174,100,0,174,1.1324482784697e+14,4.5744744156074e+14,8.5880830710964e+14,5.5677419743284e+14,4.4519633810687e+14,1.3495189214445e+14
175,100,0,175,1.0960319763063e+14,4.427349183218e+14,8.3109766215966e+14,5.3876145022434e+14,4.3076699352523e+14,1.3057180512928e+14
176,100,0,176,1.0593952077224e+14,4.2792992679871e+14,8.0319664262406e+14,5.2062213761604e+14,4.1623639050403e+14,1.261607593781e+14
177,100,0,177,1.0225522404096e+14,4.130373490261e+14,7.7511176866163e+14,5.0236066941983e+14,4.0160830136038e+14,1.2171987600139e+14
178,100,0,178,98549772872820,3.9805324288675e+14,7.4682976014609e+14,4.8396848384807e+14,3.868762440465e+14,1.1724712130169e+14
179,100,0,179,94825585490858,3.8298600648219e+14,7.1836294397129e+14,4.6545422671964e+14,3.7204749469424e+14,1.1274466349664e+14
180,100,0,180,91085705520779,3.6784687821613e+14,6.8973043232421e+14,4.4683116320681e+14,3.5713295542666e+14,1.0821578295283e+14
181,100,0,181,87329556072086,3.5262963852414e+14,6.6090935259553e+14,4.2808544201778e+14,3.4212224972203e+14,1.0365717520364e+14
182,100,0,182,83560942279962,3.373485292019e+14,6.3192531301664e+14,4.0923511914304e+14,3.2703005296181e+14,99073257420803
183,100,0,183,79781059218876,3.2200378418928e+14,6.0276743673902e+14,3.9027529739962e+14,3.1185316021564e+14,94462867156492
184,100,0,184,75992739474624,3.066041926399e+14,5.7344751350882e+14,3.7121581951792e+14,2.9659975314725e+14,89828374553675
185,100,0,185,72198074106096,2.9115109374258e+14,5.4395220804364e+14,3.5205215745531e+14,2.8126702600547e+14,85168617813943
186,100,0,186,68400349343474,2.756548091128e+14,5.1429719621744e+14,3.3279762220012e+14,2.6586566225946e+14,80486698522291
187,100,0,187,64602453502128,2.6011817156403e+14,4.8447017043749e+14,3.1345027304307e+14,2.5039468992106e+14,75781918560282
188,100,0,188,60808214127274,2.445471839554e+14,4.5446569585522e+14,2.9401401455386e+14,2.3485742813077e+14,71054841187183
189,100,0,189,57021459995212,2.2894916350787e+14,4.2428534816793e+14,2.7449721168123e+14,2.1926023332683e+14,66307002290441
190,100,0,190,53246652209432,2.1332976316942e+14,3.9392007274636e+14,2.5490445619935e+14,2.0360629466687e+14,61538782768848
191,100,0,191,49488882396743,1.9769496741572e+14,3.6335935954027e+14,2.3524175033238e+14,1.8789935265375e+14,56750628304463
192,100,0,192,45753845876727,1.8205083078262e+14,3.3259090939313e+14,2.1551650813271e+14,1.7214351876353e+14,51942995073089
193,100,0,193,42047810867570,1.6640324237454e+14,3.0160041383228e+14,1.957375796661e+14,1.5634310812372e+14,47116304903897
194,100,0,194,38378749957245,1.5075790916877e+14,2.703644837664e+14,1.7591443111829e+14,1.4050151168155e+14,42270410342835
