x,y,z,id,ux,uy
100,0,0,0,0,0
100,1,0,1,-0.17532451355033,2.1590223629614e-05
100,2,0,2,-0.3465859362849,9.4049289361009e-05
100,3,0,3,-0.51396798568907,0.00020046413703949
100,4,0,4,-0.6776536054101,0.00033731346847786
100,5,0,5,-0.83781602730697,0.00049617392910393
100,6,0,6,-0.99462328780884,0.00067217788659695
100,7,0,7,-1.1482364735929,0.00086004358944741
100,8,0,8,-1.2988108692415,0.001055881860786
100,9,0,9,-1.4464957417548,0.0012563213708759
100,10,0,10,-1.5914347455442,0.0014588818470965
100,11,0,11,-1.733766025753,0.0016617697172818
100,12,0,12,-1.8736224489975,0.0018639441053655
100,13,0,13,-2.0111317622666,0.0020650592243278
100,14,0,14,-2.1464167728969,0.0022654660599363
100,15,0,15,-2.2795955066664,0.0024661883079814
100,16,0,16,-2.4107813642572,0.0026689119623852
100,17,0,17,-2.5400832669268,0.0028759701655415
100,18,0,18,-2.667605795877,0.0030903317628029
100,19,0,19,-2.793449323512,0.0033155895450794
100,20,0,20,-2.917710137665,0.0035559499468024
100,21,0,21,-3.040480558505,0.0038162232804688
100,22,0,22,-3.1618490485548,0.0041018148368694
100,23,0,23,-3.2819003158619,0.0044187165969722
100,24,0,24,-3.4007154104546,0.0047734995759165
100,25,0,25,-3.5183718143666,0.0051733066868933
100,26,0,26,-3.6349435252879,0.0056258460787288
100,27,0,27,-3.7505011340529,0.0061393848634816
100,28,0,28,-3.8651118960798,0.0067227431744331
100,29,0,29,-3.9788397969842,0.0073852884759064
100,30,0,30,-4.0917456124844,0.0081369300601751
100,31,0,31,-4.2038869627412,0.0089881136562989
100,32,0,32,-4.3153183612952,0.0099498160802384
100,33,0,33,-4.4260912588403,0.011033539854783
100,34,0,34,-4.5362540818162,0.012251307723726
100,35,0,35,-4.645852266165,0.013615656990822
100,36,0,36,-4.7549282862444,0.015139633605124
100,37,0,37,-4.8635216792091,0.016836785921797
100,38,0,38,-4.9716690648661,0.018721158060981
100,39,0,39,-5.0794041612351,0.020807282790139
100,40,0,40,-5.186757796,0.023110173853782
100,41,0,41,-5.2937579139484,0.025645317672947
100,42,0,42,-5.400429580558,0.028428664338948
100,43,0,43,-5.5067949819646,0.03147661782213
100,44,0,44,-5.6128734213509,0.034806025318542
100,45,0,45,-5.7186813120771,0.038434165656797
100,46,0,46,-5.8242321675148,0.042378736684985
100,47,0,47,-5.9295365879821,0.046657841561018
100,48,0,48,-6.0346022447235,0.051289973865496
100,49,0,49,-6.1394338612558,0.056294001460301
100,50,0,50,-6.2440331922368,0.061689149012954
100,51,0,51,-6.348398999974,0.067494979108983
100,52,0,52,-6.452527028752,0.073731371874209
100,53,0,53,-6.5564099772202,0.080418503030569
100,54,0,54,-6.6600374690415,0.087576820307068
100,55,0,55,-6.7633960218444,0.095227018133256
100,56,0,56,-6.866469014877,0.1033900105383
100,57,0,57,-6.9692366553644,0.11208690218449
100,58,0,58,-7.0716759439153,0.12133895746445
100,59,0,59,-7.1737606391348,0.13116756759176
100,60,0,60,-7.2754612215641,0.14159421562053
100,61,0,61,-7.3767448572906,0.15264043932742
100,62,0,62,-7.4775753614151,0.16432779189859
100,63,0,63,-7.5779131614633,0.17667780036074
100,64,0,64,-7.6777152611797,0.18971192170562
100,65,0,65,-7.7769352047054,0.20345149665703
100,66,0,66,-7.8755230415158,0.21791770103666
100,67,0,67,-7.9734252923295,0.23313149468829
100,68,0,68,-8.0705849161759,0.24911356792796
100,69,0,69,-8.1669412787795,0.26588428549101
100,70,0,70,-8.2624301226996,0.28346362795665
100,71,0,71,-8.3569835393116,0.30187113063597
100,72,0,72,-8.4505299428769,0.32112581991559
100,73,0,73,-8.5429940468866,0.34124614706336
100,74,0,74,-8.6342968431625,0.36224991950423
100,75,0,75,-8.7243555834199,0.38415422958957
100,76,0,76,-8.813083764182,0.4069753808907
100,77,0,77,-8.9003911147441,0.43072881205903
100,78,0,78,-8.9861835885431,0.45542901830673
100,79,0,79,-9.070363358345,0.48108947057451
100,80,0,80,-9.1528288150236,0.50772253246433
100,81,0,81,-9.2334745704711,0.53533937503099
100,82,0,82,-9.312191464809,0.5639498895368
100,83,0,83,-9.388866577681,0.5935625982935
100,84,0,84,-9.4633832442898,0.62418456372428
100,85,0,85,-9.5356210757466,0.6558212958025
100,86,0,86,-9.6054559844006,0.68847665803071
100,87,0,87,-9.6727602136932,0.72215277215166
100,88,0,88,-9.7374023730525,0.75684992178952
100,89,0,89,-9.799247477532,0.79256645524638
100,90,0,90,-9.8581569923734,0.82929868769076
100,91,0,91,-9.9139888822865,0.86704080299882
100,92,0,92,-9.9665976656813,0.90578475552474
100,93,0,93,-10.015834473492,0.94552017209646
100,94,0,94,-10.061547112455,0.98623425455523
100,95,0,95,-10.103580132944,1.0279116831721
100,96,0,96,-10.141774900845,1.0705345212995
100,97,0,97,-10.175969673394,1.1140821216319
100,98,0,98,-10.205999678503,1.1585310344703
100,99,0,99,-10.231697197513,1.2038549184062
100,100,0,100,-10.252891650724,1.2500244538568
100,101,0,101,-10.269409685225,1.2970072599042
100,102,0,102,-10.281075264848,1.3447678149093
100,103,0,103,-10.287709761344,1.393267381388
100,104,0,104,-10.289132046279,1.4424639356549
100,105,0,105,-10.285158583047,1.4923121027555
100,106,0,106,-10.275603518445,1.5427630972257
100,107,0,107,-10.260278772506,1.5937646702277
100,108,0,108,-10.238994126419,1.6452610636281
100,109,0,109,-10.211557307254,1.6971929715985
100,110,0,110,-10.177774068556,1.7494975103221
100,111,0,111,-10.137448266284,1.8021081964117
