x,y,z,id,ux,uy
0,100,0,0,0,0
1,100,0,1,-0.0047503550217687,0.42333951141569
2,100,0,2,-0.017055253113609,0.83587050701483
3,100,0,3,-0.037162708249917,1.2374681186135
4,100,0,4,-0.064871274167885,1.6279471065573
5,100,0,5,-0.099960746937958,2.0071374003769
6,100,0,6,-0.14193354807397,2.3753376699212
7,100,0,7,-0.19072922945963,2.7321611753579
8,100,0,8,-0.2460505053729,3.077612692164
9,100,0,9,-0.30751977357429,3.4118692940734
10,100,0,10,-0.37490520171296,3.7348721332612
11,100,0,11,-0.44794618684185,4.0466286719079
12,100,0,12,-0.5263563067227,4.3472194898969
13,100,0,13,-0.6098273586327,4.6368046829281
14,100,0,14,-0.69829579608536,4.9150019680721
15,100,0,15,-0.79144003241496,5.1819991330744
16,100,0,16,-0.88874332180174,5.4385595470105
17,100,0,17,-0.99037410247191,5.6837121481442
18,100,0,18,-1.0957467379603,5.9184606316885
19,100,0,19,-1.2048657043103,6.1422516427144
20,100,0,20,-1.3172266282969,6.3560220860286
21,100,0,21,-1.4330297893126,6.5585321769446
22,100,0,22,-1.5515876832307,6.7514726694565
23,100,0,23,-1.6729411715341,6.9341047431774
24,100,0,24,-1.7969762668717,7.1061660542228
25,100,0,25,-1.9232498701493,7.2687641922348
26,100,0,26,-2.0516068476492,7.4219370499712
27,100,0,27,-2.1819188695383,7.5655823896528
28,100,0,28,-2.3141563495166,7.6989880002535
29,100,0,29,-2.4479491928307,7.8233001921292
30,100,0,30,-2.5831419463194,7.9386183271107
31,100,0,31,-2.719580410346,8.0450545381057
32,100,0,32,-2.8571123944325,8.1427333980057
33,100,0,33,-2.9955884834964,8.2317915094595
34,100,0,34,-3.1348628082591,8.3123770174154
35,100,0,35,-3.2747938132463,8.3846490481747
36,100,0,36,-3.4152450154043,8.448777079725
37,100,0,37,-3.556085746205,8.5049402500848
38,100,0,38,-3.6971918702916,8.5533266116508
39,100,0,39,-3.8384464737578,8.594132341277
40,100,0,40,-3.9797405156068,8.6275609173624
41,100,0,41,-4.1209734366779,8.6538222764841
42,100,0,42,-4.2620259715974,8.6724451244837
43,100,0,43,-4.4027734056156,8.6835162702274
44,100,0,44,-4.5431481089494,8.6878934880032
45,100,0,45,-4.6830778018381,8.6858060596725
46,100,0,46,-4.8225008774974,8.67748611375
47,100,0,47,-4.9613667401894,8.6631678675271
48,100,0,48,-5.0993717197977,8.6410208653266
49,100,0,49,-5.2366168152854,8.612935321022
50,100,0,50,-5.3731003109776,8.5793824508367
51,100,0,51,-5.5088069799472,8.5406020575582
52,100,0,52,-5.6433280039874,8.4946210133061
53,100,0,53,-5.7768209704297,8.4430331978244
54,100,0,54,-5.9094084492766,8.3867622244878
55,100,0,55,-6.0409274608313,8.3252095201474
56,100,0,56,-6.1709302063901,8.2568102409965
57,100,0,57,-6.2999527059511,8.1842738581152
58,100,0,58,-6.4279357691573,8.1074221208832
59,100,0,59,-6.5540614067306,8.0234407173069
60,100,0,60,-6.6791871959356,7.935864460946
61,100,0,61,-6.8031086350016,7.8439935852075
62,100,0,62,-6.9250847325831,7.7456517799732
63,100,0,63,-7.0460974248513,7.6442504256058
64,100,0,64,-7.16543751584,7.5376407911246
65,100,0,65,-7.2831062474128,7.4261445438974
66,100,0,66,-7.3999056417419,7.3121161404545
67,100,0,67,-7.5141455213222,7.1910436328093
68,100,0,68,-7.6274643653173,7.0675802020174
69,100,0,69,-7.7389576064237,6.9393776750671
70,100,0,70,-7.8486825464977,6.8068384813039
71,100,0,71,-7.9572956609147,6.6715725926285
72,100,0,72,-8.0633251970498,6.5303140853967
73,100,0,73,-8.1687258650503,6.3876212745162
74,100,0,74,-8.2711651849715,6.2384279301582
75,100,0,75,-8.3728450239867,6.0876566735869
76,100,0,76,-8.4719811808121,5.9316006137204
77,100,0,77,-8.5698754244543,5.7731036197618
78,100,0,78,-8.6655555466473,5.6102548525853
79,100,0,79,-8.7596096679537,5.4443860614994
80,100,0,80,-8.8516723152784,5.2748184415322
81,100,0,81,-8.9418420489677,5.1019344512638
82,100,0,82,-9.0301152064332,4.9257276738676
83,100,0,83,-9.1163671295333,4.7461890025158
84,100,0,84,-9.2006661659901,4.5634311046785
85,100,0,85,-9.2829788664339,4.3776030545445
86,100,0,86,-9.3631038072421,4.1883935245272
87,100,0,87,-9.4414701097853,3.9966463250584
88,100,0,88,-9.5172034833164,3.8010998772428
89,100,0,89,-9.5916335160202,3.6038077165017
90,100,0,90,-9.6627362484447,3.4020589232499
91,100,0,91,-9.7332618541465,3.199597340713
92,100,0,92,-9.7994721601803,2.9918060805802
93,100,0,93,-9.8656824662141,2.7840148204473
94,100,0,94,-9.9271797386353,2.5709052277793
95,100,0,95,-9.9882053775738,2.3572634293387
96,100,0,96,-10.045633574083,2.1399483834894
97,100,0,97,-10.101156140265,1.9206875520447
98,100,0,98,-10.15461916133,1.6995528487694
99,100,0,99,-10.204274675101,1.4749538947711
100,100,0,100,-10.253930188872,1.2503549407728
101,100,0,101,-10.297373073407,1.0208040958761
102,100,0,102,-10.340815957941,0.79125325097931
103,100,0,103,-10.380090150539,0.55883322509223
104,100,0,104,-10.417109427136,0.32486121066142
105,100,0,105,-10.451848876787,0.089567455079011
106,100,0,106,-10.482284476912,-0.14822147893986
107,100,0,107,-10.512105271448,-0.38630124115075
108,100,0,108,-10.535782313447,-0.6272872496201
109,100,0,109,-10.559459355446,-0.86827325808945
110,100,0,110,-10.577024925794,-1.1115174666178
111,100,0,111,-10.593773149983,-1.3550636860607
112,100,0,112,-10.605419226607,-1.599979860075
113,100,0,113,-10.615066734821,-1.8454326606558
114,100,0,114,-10.620357337973,-2.0916268064358
115,100,0,115,-10.62273779052,-2.3383161262326
116,100,0,116,-10.621225311225,-2.5852943188302
117,100,0,117,-10.616178316261,-2.8325347881595
118,100,0,118,-10.607407476742,-3.0797025095408
119,100,0,119,-10.594782464422,-3.3267949369192
120,100,0,120,-10.578295371018,-3.5734574116567
121,100,0,121,-10.557953654819,-3.8196907640597
122,100,0,122,-10.53329553906,-4.0650545145887
123,100,0,123,-10.505113164599,-4.3097082516144
124,100,0,124,-10.471839126849,-4.5528840107337
125,100,0,125,-10.435709146501,-4.7952307637265
126,100,0,126,-10.393391439147,-5.0352378528044
127,100,0,127,-10.34922622878,-5.2745463758128
128,100,0,128,-10.29746203125,-5.5103185889493
129,100,0,129,-10.244026143919,-5.7452110483644
130,100,0,130,-10.18361472986,-5.976249926648
131,100,0,131,-10.120052065628,-6.2052726854285
132,100,0,132,-10.051477501464,-6.4310889107236
133,100,0,133,-9.9774821149969,-6.6529595343596
134,100,0,134,-9.9007518674748,-6.8728395610505
135,100,0,135,-9.8160732246702,-7.0862243202109
136,100,0,136,-9.7285828193888,-7.2970709284285
137,100,0,137,-9.6356718624375,-7.5029940829811
138,100,0,138,-9.5371016812451,-7.7032477832485
139,100,0,139,-9.4352314414662,-7.9000998678839
140,100,0,140,-9.3264991298848,-8.0894147056776
141,100,0,141,-9.2133389413845,-8.273421401047
142,100,0,142,-9.0964858393129,-8.4529574738618
143,100,0,143,-8.9725134588638,-8.623210796504
144,100,0,144,-8.8443843927141,-8.7875838932166
145,100,0,145,-8.7123020601711,-8.9462733992992
146,100,0,146,-8.573884178229,-9.0952555038773
147,100,0,147,-8.4307908592387,-9.2364859494477
148,100,0,148,-8.2836452059618,-9.3707449953309
149,100,0,149,-8.1317726821234,-9.4965264055911
150,100,0,150,-7.9741452980357,-9.6111386429876
151,100,0,151,-7.8125457519282,-9.7174881142006
152,100,0,152,-7.6469200888832,-9.8151117963719
153,100,0,153,-7.477092816886,-9.9031507999795
154,100,0,154,-7.3020969834394,-9.9783656909312
155,100,0,155,-7.1234176200658,-10.043642476179
156,100,0,156,-6.9411104770555,-10.098529637949
157,100,0,157,-6.7552646243876,-10.142579360163
158,100,0,158,-6.5660026995977,-10.175353835525
159,100,0,159,-6.3732161652999,-10.195360153037
160,100,0,160,-6.1772342990417,-10.202425123856
161,100,0,161,-5.978568521473,-10.197346743468
162,100,0,162,-5.7774389490025,-10.179786460626
163,100,0,163,-5.5740933588078,-10.149434574472
164,100,0,164,-5.3688052359321,-10.106013752724
165,100,0,165,-5.1618715280621,-10.049281939747
166,100,0,166,-4.9536101659634,-9.9790346524948
167,100,0,167,-4.7443574071532,-9.8951066748746
168,100,0,168,-4.5344650586651,-9.7973731716103
169,100,0,169,-4.3242976317551,-9.6857502508405
170,100,0,170,-4.114229477644,-9.560195012371
171,100,0,171,-3.9046419488536,-9.4207051238704
172,100,0,172,-3.6959206255145,-9.2673179716265
173,100,0,173,-3.4884526409856,-9.1001094342814
174,100,0,174,-3.2828564199044,-8.9176393230289
175,100,0,175,-3.0794253830477,-8.7212673647441
176,100,0,176,-2.8785145056545,-8.5114266738322
177,100,0,177,-2.6804975125414,-8.2883514547411
178,100,0,178,-2.4861506827257,-8.0508590866326
179,100,0,179,-2.2958076838124,-7.7996816274684
180,100,0,180,-2.1095466394758,-7.5361370583841
181,100,0,181,-1.9285344994697,-7.2584716298735
182,100,0,182,-1.7525785491373,-6.9686281058627
183,100,0,183,-1.5825712014775,-6.6659082101747
184,100,0,184,-1.4185852636476,-6.3513678477245
185,100,0,185,-1.2616402439843,-6.0243601890309
186,100,0,186,-1.1115137535666,-5.6863843168156
187,100,0,187,-0.96909188197563,-5.3371006586961
188,100,0,188,-0.83493144700828,-4.976844044943
189,100,0,189,-0.70914701400605,-4.6064752382512
190,100,0,190,-0.59224408208992,-4.2263389930326
191,100,0,191,-0.48467807470225,-3.8368750424165
192,100,0,192,-0.38684720538847,-3.4385955469262
193,100,0,193,-0.29908829725436,-3.0320647931234
194,100,0,194,-0.22196088990046,-2.617691030647
195,100,0,195,-0.15587673899327,-2.1960211259692
196,100,0,196,-0.10085275072302,-1.7678327287875
197,100,0,197,-0.057594593180036,-1.3334929591105
198,100,0,198,-0.02634629765247,-0.89365537969555
199,100,0,199,-0.0073128288469486,-0.44895859098663
200,100,0,200,1.3795260674313e-16,1.5997492638866e-14
