x,y,z,id,ux,uy
0,100,0,0,0,0
1,100,0,1,-0.0043461355697579,0.42346535337651
2,100,0,2,-0.016640012132804,0.83606505802934
3,100,0,3,-0.03676902296929,1.2376921561631
4,100,0,4,-0.064519642711296,1.6281638291294
5,100,0,5,-0.0995781841162,2.0074575249189
6,100,0,6,-0.14160477140766,2.3756221818608
7,100,0,7,-0.19041484137696,2.7324729839585
8,100,0,8,-0.24567120605925,3.0780916489674
9,100,0,9,-0.30716348442889,3.4123591638104
10,100,0,10,-0.37452187245004,3.7354690500113
11,100,0,11,-0.44756995935286,4.0472669449395
12,100,0,12,-0.52604191503689,4.3477800789762
13,100,0,13,-0.60962624467717,4.6371576982383
14,100,0,14,-0.69807507514051,4.9154377930776
15,100,0,15,-0.79113785043593,5.1826818451699
16,100,0,16,-0.88856270801113,5.4389746952725
17,100,0,17,-0.99009791819792,5.6844242225923
18,100,0,18,-1.0954955497948,5.9191544601947
19,100,0,19,-1.204612936215,6.1429922845782
20,100,0,20,-1.3171151292519,6.3563527170226
21,100,0,21,-1.4327613345339,6.5594266720223
22,100,0,22,-1.551421126171,6.7520414791841
23,100,0,23,-1.6728236543412,6.9345196526233
24,100,0,24,-1.796749921083,7.1070581551222
25,100,0,25,-1.9230529115687,7.2695656336902
26,100,0,26,-2.0514772665216,7.4224507849811
27,100,0,27,-2.1818645447562,7.5657201399529
28,100,0,28,-2.3140414674363,7.6994649861919
29,100,0,29,-2.4477788560709,7.8241385725178
30,100,0,30,-2.5829677318357,7.9395197935781
31,100,0,31,-2.7194173411373,8.0459119125443
32,100,0,32,-2.8569507794966,8.1436182041277
33,100,0,33,-2.9954227833476,8.2327643708455
34,100,0,34,-3.1346977488007,8.3134032491814
35,100,0,35,-3.2746399867735,8.3855836272143
36,100,0,36,-3.4150973475469,8.4496633060048
37,100,0,37,-3.5559422185999,8.5057876504715
38,100,0,38,-3.6970515808792,8.5541055939223
39,100,0,39,-3.8383072245032,8.5947691627621
40,100,0,40,-3.9795959408276,8.627933001249
41,100,0,41,-4.1208096909914,8.6537539008061
42,100,0,42,-4.2618457492572,8.6723903369318
43,100,0,43,-4.4026068215779,8.6840020192305
44,100,0,44,-4.5430011392481,8.6887494561963
45,100,0,45,-4.6829425277397,8.6867935405707
46,100,0,46,-4.8223231482036,8.6780151843471
47,100,0,47,-4.9610801454002,8.6627961111799
48,100,0,48,-5.0991434637363,8.6413115859246
49,100,0,49,-5.2364475554016,8.613721505732
50,100,0,50,-5.3729325264444,8.5801844858315
51,100,0,51,-5.5084664863061,8.5403952635307
52,100,0,52,-5.6430485816693,8.4948899266014
53,100,0,53,-5.7766400871921,8.4438650224421
54,100,0,54,-5.9091460826732,8.3872071683084
55,100,0,55,-6.0404912076246,8.3249409611299
56,100,0,56,-6.1707125476493,8.2575696688954
57,100,0,57,-6.2996864756188,8.1848453924473
58,100,0,58,-6.4273795320484,8.106936898165
59,100,0,59,-6.5538520873274,8.0243214214923
60,100,0,60,-6.6788511186231,7.9363079735645
61,100,0,61,-6.8025715298758,7.8438309397852
62,100,0,62,-6.9248107712341,7.7463969754399
63,100,0,63,-7.0456466966747,7.644470047265
64,100,0,64,-7.1649743109639,7.5378974008028
65,100,0,65,-7.282812631022,7.4269197328437
66,100,0,66,-7.3990874406454,7.3114816825673
67,100,0,67,-7.5138329535562,7.1918401068947
68,100,0,68,-7.6269231456495,7.0678015187565
69,100,0,69,-7.7384973379624,6.9398711225676
70,100,0,70,-7.8482790972219,6.8074889534179
71,100,0,71,-7.9565360717996,6.671440959808
72,100,0,72,-8.062975205563,6.5311581026372
73,100,0,73,-8.1677484452045,6.3871136950711
74,100,0,74,-8.2708514957878,6.2394073667081
75,100,0,75,-8.3720297857504,6.0876087086885
76,100,0,76,-8.471541624674,5.9323736114791
77,100,0,77,-8.5692418810761,5.773507394966
78,100,0,78,-8.6649929890872,5.6108508373635
79,100,0,79,-8.758992615082,5.4448889760515
80,100,0,80,-8.8511467077526,5.2755406037377
81,100,0,81,-8.9412190180403,5.1024892076971
82,100,0,82,-9.029451120172,4.9262656613371
83,100,0,83,-9.1158133892416,4.7469083808594
84,100,0,84,-9.2000696014247,4.5641314997139
85,100,0,85,-9.2822684633476,4.3781227057884
86,100,0,86,-9.3625003090349,4.1891215726409
87,100,0,87,-9.4407318686388,3.9971703039844
88,100,0,88,-9.5167892175699,3.8021198732024
89,100,0,89,-9.5906014937652,3.6039845962094
90,100,0,90,-9.662304467761,3.4030560810505
91,100,0,91,-9.7318600951389,3.1993828517412
92,100,0,92,-9.7992289791907,2.9930153512725
93,100,0,93,-9.8642914917309,2.7839165804217
94,100,0,94,-9.9268767246652,2.5720102747853
95,100,0,95,-9.9871475766702,2.3575972756245
96,100,0,96,-10.045058787642,2.1407379350047
97,100,0,97,-10.100563498632,1.9214954700208
98,100,0,98,-10.153613199825,1.6999361631037
99,100,0,99,-10.204157743595,1.4761295654255
100,100,0,100,-10.252145148132,1.2501487141803
101,100,0,101,-10.297290351244,1.0218952442835
102,100,0,102,-10.339770887701,0.79164559810722
103,100,0,103,-10.379539910962,0.55949115189812
104,100,0,104,-10.416549469762,0.32552633639461
105,100,0,105,-10.450750694023,0.089848740618231
106,100,0,106,-10.482093809987,-0.14744080023764
107,100,0,107,-10.510528211583,-0.38623812198302
108,100,0,108,-10.53572295773,-0.62655492407643
109,100,0,109,-10.557778735339,-0.86818773823541
110,100,0,110,-10.576745710384,-1.1109715572848
111,100,0,111,-10.592570279185,-1.354785953031
